pwm,m1,m2,m3,m4,mean
62,107.869438,109.526136,108.789826,110.078368,109.065942
63,109.894291,111.182834,110.078368,111.550989,110.67662
64,111.182834,113.207687,111.550989,113.207687,112.287299
65,113.575842,114.864384,113.943997,115.416617,114.45021
66,115.048462,116.521082,115.416617,116.521082,115.876811
67,117.257392,118.730013,117.809625,118.545935,118.085741
68,119.098168,120.754866,119.098168,120.018555,119.742439
69,119.6504,121.675253,120.570788,122.411563,121.077001
70,122.595641,123.516029,122.963796,123.516029,123.147874
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.288543,-1.104465,-1.104465,-1.288543,-1.196504
-10,-3.497473,-3.313396,-3.313396,-3.497473,-3.405434
-11,-5.154171,-5.338249,-5.154171,-5.338249,-5.24621
-12,-6.994946,-6.994946,-7.179024,-7.179024,-7.086985
-13,-8.835722,-9.203877,-9.019799,-9.019799,-9.019799
-14,-11.044652,-11.044652,-11.22873,-11.22873,-11.136691
-15,-12.885428,-13.069505,-13.069505,-13.069505,-13.023486
-16,-14.726203,-14.726203,-14.726203,-14.726203,-14.726203
-17,-16.566979,-16.751056,-16.751056,-16.935134,-16.751056
-18,-18.407754,-18.775909,-18.407754,-18.591831,-18.545812
-19,-20.616684,-20.800762,-20.616684,-20.800762,-20.708723
-20,-22.825615,-22.45746,-22.641537,-22.641537,-22.641537
-21,-24.482313,-25.034545,-24.850468,-25.034545,-24.850468
-22,-26.691243,-26.875321,-26.691243,-26.691243,-26.737263
-23,-28.532019,-29.084251,-28.900174,-29.084251,-28.900174
-24,-30.740949,-31.109104,-30.925027,-31.109104,-30.971046
-25,-32.765802,-33.133957,-32.949879,-33.133957,-32.995899
-26,-34.974732,-35.526965,-34.974732,-35.526965,-35.250849
-27,-37.183663,-37.36774,-37.36774,-37.735896,-37.41376
-28,-39.208516,-39.392593,-39.392593,-39.392593,-39.346574
-29,-41.233369,-41.785601,-41.601524,-41.785601,-41.601524
-30,-43.626377,-43.810454,-43.626377,-43.810454,-43.718416
-31,-45.65123,-46.203462,-46.019385,-46.019385,-45.973365
-32,-47.676083,-47.86016,-48.228315,-48.228315,-47.998218
-33,-50.069091,-50.253168,-50.253168,-50.069091,-50.161129
-34,-52.093944,-52.646176,-52.462099,-52.462099,-52.416079
-35,-54.118796,-54.855107,-54.486952,-54.855107,-54.57899
-36,-56.327727,-57.064037,-56.511804,-57.064037,-56.741901
-37,-58.536657,-58.904812,-59.08889,-59.641123,-59.042871
-38,-60.56151,-60.929665,-61.113743,-61.665976,-61.067724
-39,-62.770441,-63.506751,-62.954518,-63.138596,-63.092577
-40,-64.979371,-65.715681,-65.347526,-65.531604,-65.393546
-41,-67.004224,-67.556457,-67.740534,-68.108689,-67.602476
-42,-69.213155,-69.765387,-69.58131,-70.31762,-69.719368
-43,-71.238008,-71.606163,-71.974318,-71.974318,-71.698201
-44,-73.262861,-74.183248,-73.631016,-74.735481,-73.953151
-45,-75.471791,-75.839946,-75.655869,-76.024024,-75.747907
-46,-77.496644,-78.048877,-77.680721,-78.417032,-77.910818
-47,-79.153342,-80.257807,-79.889652,-80.81004,-80.02771
-48,-81.730427,-82.28266,-81.914505,-82.834893,-82.190621
-49,-83.203048,-84.307513,-83.939358,-84.307513,-83.939358
-50,-85.596056,-86.332366,-86.148288,-86.516443,-86.148288
-51,-87.620909,-88.357219,-87.989064,-88.173141,-88.035083
-52,-89.645762,-90.382072,-90.013917,-90.197994,-90.059936
-53,-91.486537,-92.222847,-91.670614,-92.222847,-91.900711
-54,-93.327312,-93.879545,-94.063622,-94.431778,-93.925564
-55,-95.352165,-95.72032,-95.904398,-97.008863,-95.996437
-56,-97.377018,-98.113328,-97.745173,-98.297406,-97.883231
-57,-99.401871,-99.770026,-99.585949,-100.138181,-99.724007
-58,-100.690414,-101.794879,-101.426724,-101.610802,-101.380705
-59,-102.715267,-103.635654,-103.267499,-104.187887,-103.451577
-60,-104.74012,-105.47643,-105.108275,-106.028662,-105.338372
-61,-106.396818,-106.94905,-106.764973,-106.764973,-106.718953
-62,-108.605748,-109.342058,-108.973903,-109.894291,-109.204
-63,-110.262446,-110.998756,-110.446523,-110.630601,-110.584582
-64,-112.287299,-113.023609,-112.471376,-113.575842,-112.839531
-65,-113.391764,-114.680307,-114.496229,-114.864384,-114.358171
-66,-115.784772,-116.337005,-116.337005,-116.337005,-116.198947
-67,-117.073315,-118.545935,-117.625547,-118.17778,-117.855644
-68,-118.91409,-119.6504,-119.6504,-120.018555,-119.558362
-69,-120.570788,-122.043408,-121.491176,-122.227486,-121.583215
-70,-122.043408,-123.884184,-122.963796,-124.252339,-123.285932
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.47262,1.288543,1.104465,1.47262,1.334562
10,3.313396,3.313396,3.129318,3.313396,3.267376
11,4.970094,5.154171,5.154171,5.154171,5.108152
12,7.179024,7.363102,7.179024,7.179024,7.225043
13,9.019799,9.019799,8.835722,9.019799,8.97378
14,11.044652,11.22873,11.044652,11.044652,11.090672
15,13.069505,13.069505,13.069505,13.253583,13.115525
16,14.542126,14.910281,14.542126,14.910281,14.726203
17,16.382901,16.935134,16.382901,16.751056,16.612998
18,18.407754,18.775909,18.407754,18.591831,18.545812
19,20.432607,20.800762,20.432607,20.800762,20.616684
20,22.641537,23.009692,22.45746,23.009692,22.779595
21,24.850468,25.034545,24.482313,24.850468,24.804448
22,26.507166,26.691243,26.507166,27.059398,26.691243
23,28.532019,28.900174,28.532019,29.084251,28.762115
24,30.556871,31.109104,30.925027,30.925027,30.879007
25,32.949879,33.502112,33.133957,33.318035,33.225996
26,34.790655,35.526965,34.790655,35.526965,35.15881
27,37.183663,37.735896,36.999585,37.735896,37.41376
28,39.024438,39.760748,39.208516,39.392593,39.346574
29,41.233369,41.785601,41.233369,41.417446,41.417446
30,43.258222,44.362687,43.442299,44.178609,43.810454
31,45.65123,46.38754,45.65123,45.835307,45.881327
32,47.676083,48.780548,47.676083,48.59647,48.182296
33,49.700936,50.621323,50.069091,50.253168,50.161129
34,51.725788,52.830254,52.278021,52.646176,52.37006
35,53.934719,54.671029,54.118796,55.039184,54.440932
36,56.327727,57.248115,56.327727,56.695882,56.649863
37,58.35258,59.272968,58.720735,59.457045,58.950832
38,60.377433,61.297821,60.929665,61.850053,61.113743
39,62.586363,63.874906,62.586363,63.506751,63.138596
40,64.611216,65.899759,65.347526,65.347526,65.301507
41,67.004224,67.740534,67.004224,68.292767,67.510437
42,69.029077,70.31762,69.765387,69.949465,69.765387
43,71.05393,71.974318,71.422085,71.974318,71.606163
44,73.262861,74.367326,73.446938,74.367326,73.861113
45,75.287713,76.024024,75.655869,76.392179,75.839946
46,77.312566,78.232954,77.496644,78.601109,77.910818
47,79.337419,80.441885,79.521497,80.994117,80.073729
48,81.178195,82.650815,81.914505,82.834893,82.144602
49,83.01897,84.49159,83.75528,84.307513,83.893338
50,85.411978,86.332366,85.964211,86.516443,86.05625
51,87.436831,88.541296,87.436831,88.909451,88.081102
52,89.277606,90.566149,89.829839,90.013917,89.921878
53,91.302459,92.406925,91.302459,92.03877,91.762653
54,93.327312,94.431778,93.327312,94.431778,93.879545
55,94.799933,96.272553,95.536243,96.824786,95.858378
56,97.008863,98.297406,97.192941,98.665561,97.791193
57,99.217794,100.322259,98.665561,99.585949,99.44789
58,100.874491,101.978957,100.874491,102.531189,101.564782
59,102.347112,104.00381,102.899344,103.451577,103.175461
60,104.371965,105.47643,105.108275,105.844585,105.200314
61,105.844585,107.501283,106.21274,108.237593,106.94905
62,108.053515,109.710213,108.605748,109.710213,109.019923
63,110.078368,111.182834,110.262446,110.998756,110.630601
64,111.919144,113.575842,111.919144,113.391764,112.701473
65,113.207687,115.048462,113.759919,115.416617,114.358171
66,115.416617,116.70516,115.232539,116.152927,115.876811
67,116.889237,118.730013,117.625547,117.993703,117.809625
68,118.730013,120.754866,119.098168,120.018555,119.6504
69,119.834478,122.595641,120.754866,122.043408,121.307098
70,122.227486,124.068261,122.411563,124.252339,123.239912
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.656698,-1.47262,-1.288543,-1.656698,-1.51864
-10,-3.313396,-3.313396,-3.129318,-3.129318,-3.221357
-11,-5.338249,-5.154171,-5.154171,-5.154171,-5.20019
-12,-7.179024,-7.179024,-7.179024,-7.363102,-7.225043
-13,-9.019799,-9.203877,-9.019799,-9.203877,-9.111838
-14,-11.044652,-11.22873,-11.044652,-11.22873,-11.136691
-15,-13.069505,-13.253583,-13.069505,-13.253583,-13.161544
-16,-14.542126,-14.726203,-14.542126,-14.910281,-14.680184
-17,-16.751056,-16.935134,-16.566979,-16.751056,-16.751056
-18,-18.775909,-18.775909,-18.591831,-18.591831,-18.68387
-19,-20.616684,-20.616684,-20.432607,-20.984839,-20.662704
-20,-22.641537,-22.825615,-22.641537,-22.825615,-22.733576
-21,-24.66639,-24.66639,-24.482313,-25.034545,-24.71241
-22,-26.691243,-26.875321,-26.691243,-27.243476,-26.875321
-23,-28.900174,-28.900174,-28.900174,-29.268329,-28.992212
-24,-30.740949,-31.293182,-30.925027,-31.109104,-31.017065
-25,-32.949879,-33.318035,-32.949879,-33.318035,-33.133957
-26,-34.974732,-35.15881,-34.974732,-34.974732,-35.020752
-27,-36.999585,-37.36774,-37.36774,-37.551818,-37.321721
-28,-39.208516,-39.760748,-39.208516,-39.576671,-39.438613
-29,-41.417446,-41.785601,-41.417446,-41.785601,-41.601524
-30,-43.626377,-43.994532,-43.626377,-44.362687,-43.902493
-31,-45.835307,-46.203462,-45.65123,-46.203462,-45.973365
-32,-48.044238,-48.412393,-47.86016,-48.412393,-48.182296
-33,-49.700936,-50.621323,-50.069091,-50.437246,-50.207149
-34,-52.278021,-52.646176,-52.278021,-53.014331,-52.554137
-35,-54.302874,-54.671029,-54.302874,-54.486952,-54.440932
-36,-56.327727,-57.064037,-56.695882,-57.064037,-56.787921
-37,-58.35258,-59.08889,-58.904812,-59.457045,-58.950832
-38,-60.377433,-61.113743,-61.113743,-61.297821,-60.975685
-39,-62.586363,-63.506751,-63.138596,-64.058984,-63.322673
-40,-64.979371,-65.715681,-65.163449,-65.715681,-65.393546
-41,-67.188302,-67.372379,-67.556457,-67.740534,-67.464418
-42,-69.029077,-69.765387,-69.765387,-69.765387,-69.58131
-43,-71.238008,-71.606163,-71.606163,-71.606163,-71.514124
-44,-72.894705,-73.815093,-73.815093,-73.815093,-73.584996
-45,-75.287713,-76.024024,-75.839946,-75.839946,-75.747907
-46,-77.680721,-78.232954,-77.864799,-78.048877,-77.956838
-47,-79.521497,-80.073729,-79.889652,-80.073729,-79.889652
-48,-81.730427,-82.28266,-82.098582,-82.650815,-82.190621
-49,-83.75528,-84.675668,-84.123435,-84.675668,-84.307513
-50,-85.596056,-86.332366,-85.964211,-86.700521,-86.148288
-51,-87.620909,-88.541296,-88.173141,-88.173141,-88.127122
-52,-89.461684,-90.382072,-89.829839,-90.750227,-90.105955
-53,-91.302459,-92.591002,-91.854692,-92.222847,-91.99275
-54,-93.327312,-94.063622,-94.063622,-94.431778,-93.971584
-55,-95.352165,-96.272553,-95.904398,-96.088475,-95.904398
-56,-97.377018,-98.297406,-97.561096,-98.297406,-97.883231
-57,-99.217794,-99.954104,-99.770026,-100.506336,-99.862065
-58,-101.242646,-101.610802,-101.426724,-102.347112,-101.656821
-59,-103.083422,-103.635654,-103.267499,-103.819732,-103.451577
-60,-104.924197,-105.844585,-104.924197,-105.292352,-105.246333
-61,-106.764973,-107.68536,-106.94905,-107.317205,-107.179147
-62,-108.605748,-109.526136,-108.973903,-109.894291,-109.250019
-63,-110.078368,-111.182834,-110.814679,-111.735066,-110.952737
-64,-111.919144,-113.023609,-112.655454,-113.391764,-112.747493
-65,-114.128074,-114.680307,-114.312152,-115.232539,-114.588268
-66,-115.416617,-116.889237,-116.152927,-115.416617,-115.96885
-67,-116.70516,-118.545935,-117.993703,-118.91409,-118.039722
-68,-119.098168,-120.386711,-119.098168,-120.570788,-119.788459
-69,-119.282245,-121.859331,-121.491176,-122.043408,-121.16904
-70,-122.227486,-123.700106,-123.331951,-123.700106,-123.239912
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.47262,1.288543,1.288543,1.288543,1.334562
10,3.497473,3.313396,3.313396,3.129318,3.313396
11,5.154171,5.338249,4.970094,5.338249,5.20019
12,7.179024,6.442714,7.179024,7.363102,7.040966
13,9.203877,9.203877,9.019799,9.203877,9.157858
14,11.044652,11.22873,10.860575,11.044652,11.044652
15,13.069505,13.069505,13.069505,13.069505,13.069505
16,14.542126,14.542126,14.542126,14.726203,14.588145
17,16.382901,16.751056,16.751056,16.751056,16.659017
18,18.407754,18.775909,18.591831,18.775909,18.637851
19,20.616684,20.984839,20.616684,20.616684,20.708723
20,22.641537,22.825615,22.641537,22.825615,22.733576
21,24.482313,25.034545,24.66639,24.66639,24.71241
22,26.507166,27.059398,26.507166,26.875321,26.737263
23,28.532019,29.084251,28.716096,28.716096,28.762115
24,30.740949,31.109104,30.740949,31.293182,30.971046
25,32.765802,33.133957,32.949879,33.318035,33.041918
26,34.974732,35.526965,34.974732,35.15881,35.15881
27,36.999585,37.735896,37.183663,37.36774,37.321721
28,39.024438,39.760748,39.208516,39.944826,39.484632
29,41.233369,41.785601,41.233369,41.785601,41.509485
30,43.258222,44.362687,43.626377,44.178609,43.856474
31,45.467152,46.203462,45.467152,46.203462,45.835307
32,47.492005,48.412393,47.676083,48.412393,47.998218
33,49.700936,50.621323,49.885013,50.989478,50.299188
34,52.093944,52.830254,52.278021,53.014331,52.554137
35,54.118796,54.855107,54.671029,55.223262,54.717048
36,56.143649,57.064037,56.695882,57.248115,56.787921
37,58.35258,59.272968,58.536657,58.904812,58.766754
38,60.193355,61.481898,60.929665,61.113743,60.929665
39,62.586363,63.690829,62.770441,64.058984,63.276654
40,64.795294,66.267914,64.979371,66.083837,65.531604
41,66.820147,67.740534,67.188302,67.556457,67.32636
42,69.029077,70.133542,69.213155,69.58131,69.489271
43,70.685775,72.158395,71.238008,71.79024,71.468105
44,73.262861,74.183248,73.446938,73.815093,73.677035
45,75.103636,76.392179,75.471791,75.655869,75.655869
46,76.944411,78.417032,77.680721,77.864799,77.726741
47,79.337419,80.81004,80.073729,80.073729,80.073729
48,81.54635,82.650815,81.730427,82.834893,82.190621
49,83.571203,84.49159,83.571203,84.307513,83.985377
50,85.411978,87.068676,85.596056,86.148288,86.05625
51,87.436831,88.909451,87.804986,87.989064,88.035083
52,89.277606,90.934304,89.829839,89.645762,89.921878
53,91.302459,92.959157,91.854692,91.854692,91.99275
54,93.143235,94.799933,93.143235,93.695467,93.695467
55,95.168088,96.640708,95.168088,96.272553,95.812359
56,97.008863,98.849638,97.561096,97.929251,97.837212
57,99.217794,100.506336,99.401871,99.770026,99.724007
58,100.506336,102.163034,100.874491,101.610802,101.288666
59,102.531189,104.00381,102.899344,103.451577,103.22148
60,104.556042,106.028662,104.924197,105.660507,105.292352
61,106.396818,108.053515,106.580895,107.68536,107.179147
62,108.605748,109.894291,108.421671,108.421671,108.835845
63,110.078368,111.550989,110.078368,111.735066,110.860698
64,111.735066,113.575842,111.735066,112.655454,112.425357
65,113.759919,115.232539,113.759919,114.312152,114.266132
66,115.048462,117.073315,115.048462,117.073315,116.060888
67,116.889237,118.91409,117.257392,118.361858,117.855644
68,118.730013,120.570788,119.098168,120.754866,119.788459
69,120.018555,122.227486,120.754866,121.307098,121.077001
70,121.491176,124.068261,122.595641,123.331951,122.871757
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.288543,-1.47262,-1.288543,-1.47262,-1.380582
-10,-3.313396,-3.497473,-3.313396,-3.497473,-3.405434
-11,-5.154171,-5.338249,-5.154171,-5.338249,-5.24621
-12,-7.179024,-7.363102,-7.179024,-7.363102,-7.271063
-13,-9.203877,-9.019799,-8.835722,-9.019799,-9.019799
-14,-11.044652,-11.044652,-11.044652,-11.044652,-11.044652
-15,-13.069505,-13.069505,-13.069505,-13.069505,-13.069505
-16,-14.542126,-14.910281,-14.542126,-14.358048,-14.588145
-17,-16.751056,-16.751056,-16.566979,-16.935134,-16.751056
-18,-18.407754,-18.775909,-18.591831,-18.959987,-18.68387
-19,-20.616684,-20.800762,-20.616684,-20.616684,-20.662704
-20,-22.641537,-23.009692,-22.45746,-22.825615,-22.733576
-21,-24.482313,-24.850468,-24.850468,-24.850468,-24.758429
-22,-26.691243,-27.059398,-26.691243,-26.691243,-26.783282
-23,-28.532019,-29.084251,-28.716096,-28.716096,-28.762115
-24,-30.925027,-30.925027,-30.925027,-31.109104,-30.971046
-25,-32.949879,-33.133957,-33.133957,-33.133957,-33.087938
-26,-34.974732,-35.342887,-34.974732,-35.15881,-35.112791
-27,-36.815508,-37.551818,-37.183663,-37.551818,-37.275702
-28,-39.024438,-39.576671,-39.208516,-39.944826,-39.438613
-29,-41.233369,-41.601524,-41.417446,-42.153756,-41.601524
-30,-43.442299,-44.178609,-43.810454,-43.626377,-43.764435
-31,-45.65123,-46.019385,-45.65123,-46.203462,-45.881327
-32,-47.676083,-48.412393,-48.044238,-48.044238,-48.044238
-33,-50.069091,-50.437246,-50.069091,-50.805401,-50.345207
-34,-52.093944,-52.830254,-52.278021,-52.646176,-52.462099
-35,-54.302874,-54.671029,-54.486952,-55.223262,-54.671029
-36,-56.327727,-56.695882,-56.695882,-57.432192,-56.787921
-37,-58.536657,-59.457045,-58.720735,-59.272968,-58.996851
-38,-60.745588,-61.481898,-60.929665,-61.113743,-61.067724
-39,-62.770441,-63.506751,-63.322673,-63.690829,-63.322673
-40,-64.979371,-65.715681,-65.347526,-65.715681,-65.439565
-41,-66.820147,-67.924612,-67.556457,-67.556457,-67.464418
-42,-69.397232,-70.133542,-69.765387,-69.58131,-69.719368
-43,-71.238008,-72.158395,-71.79024,-72.158395,-71.83626
-44,-73.446938,-74.367326,-73.815093,-74.183248,-73.953151
-45,-75.103636,-76.024024,-75.839946,-76.576256,-75.885965
-46,-76.944411,-78.232954,-77.680721,-77.864799,-77.680721
-47,-79.521497,-80.441885,-79.705574,-80.81004,-80.119749
-48,-81.730427,-82.650815,-81.914505,-82.098582,-82.098582
-49,-83.75528,-84.49159,-84.123435,-83.939358,-84.077416
-50,-85.780133,-86.516443,-85.780133,-86.884598,-86.240327
-51,-87.620909,-88.725374,-87.989064,-88.357219,-88.173141
-52,-89.645762,-90.382072,-89.645762,-90.566149,-90.059936
-53,-91.302459,-92.222847,-91.486537,-92.591002,-91.900711
-54,-93.51139,-94.2477,-93.695467,-94.431778,-93.971584
-55,-95.536243,-96.45663,-95.536243,-96.45663,-95.996437
-56,-97.561096,-98.113328,-97.561096,-98.849638,-98.02129
-57,-99.401871,-99.770026,-99.401871,-100.322259,-99.724007
-58,-100.874491,-101.978957,-101.242646,-102.347112,-101.610802
-59,-103.083422,-103.819732,-103.451577,-104.371965,-103.681674
-60,-104.556042,-105.844585,-104.924197,-106.21274,-105.384391
-61,-106.94905,-107.133128,-106.764973,-107.869438,-107.179147
-62,-108.421671,-109.157981,-108.605748,-109.342058,-108.881864
-63,-110.262446,-111.182834,-110.446523,-110.998756,-110.72264
-64,-112.103221,-112.471376,-112.287299,-112.839531,-112.425357
-65,-113.943997,-114.496229,-114.312152,-115.232539,-114.496229
-66,-115.600695,-116.889237,-115.600695,-116.337005,-116.106908
-67,-117.257392,-118.17778,-117.625547,-118.17778,-117.809625
-68,-119.098168,-119.834478,-119.834478,-120.018555,-119.69642
-69,-120.754866,-121.491176,-121.307098,-122.411563,-121.491176
-70,-122.227486,-123.884184,-123.147874,-123.884184,-123.285932
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.288543,1.104465,1.288543,1.288543,1.242523
10,3.313396,3.313396,3.313396,3.313396,3.313396
11,5.154171,4.970094,5.154171,5.154171,5.108152
12,7.363102,7.179024,7.179024,7.179024,7.225043
13,8.835722,9.019799,9.019799,9.019799,8.97378
14,11.044652,11.044652,10.860575,10.860575,10.952614
15,12.885428,13.253583,12.885428,13.069505,13.023486
16,14.358048,14.910281,14.542126,14.542126,14.588145
17,16.566979,16.751056,16.566979,16.935134,16.705037
18,18.591831,18.591831,18.591831,18.775909,18.637851
19,20.616684,20.984839,20.432607,20.616684,20.662704
20,22.641537,23.009692,22.641537,22.825615,22.779595
21,24.482313,25.034545,24.482313,24.850468,24.71241
22,26.691243,27.059398,26.691243,27.059398,26.875321
23,28.532019,29.084251,28.716096,29.084251,28.854154
24,30.372794,31.293182,30.925027,31.293182,30.971046
25,32.765802,33.502112,32.949879,33.502112,33.179976
26,34.974732,35.342887,34.974732,35.15881,35.112791
27,36.999585,37.735896,37.183663,37.551818,37.36774
28,39.024438,39.944826,39.024438,39.760748,39.438613
29,41.233369,42.153756,41.417446,41.785601,41.647543
30,43.258222,44.178609,43.442299,44.362687,43.810454
31,45.467152,46.38754,45.65123,46.203462,45.927346
32,47.492005,48.412393,47.86016,48.59647,48.090257
33,49.885013,50.621323,50.069091,50.437246,50.253168
34,51.909866,52.830254,52.462099,52.646176,52.462099
35,54.118796,55.039184,53.934719,54.486952,54.394913
36,56.143649,57.248115,56.511804,56.695882,56.649863
37,58.35258,59.457045,58.904812,59.457045,59.042871
38,60.377433,61.481898,60.745588,61.665976,61.067724
39,62.770441,63.690829,63.138596,63.322673,63.230635
40,64.979371,65.715681,65.347526,65.715681,65.439565
41,66.820147,68.108689,67.188302,68.108689,67.556457
42,69.029077,70.133542,69.58131,70.501697,69.811407
43,71.238008,72.52655,71.606163,72.52655,71.974318
44,73.078783,74.551403,73.631016,74.735481,73.999171
45,75.287713,76.576256,75.471791,76.576256,75.978004
46,77.312566,78.785187,77.312566,78.785187,78.048877
47,79.521497,80.625962,79.337419,80.441885,79.981691
48,81.362272,82.466737,81.54635,81.54635,81.730427
49,83.571203,84.859746,83.571203,84.675668,84.169455
50,85.227901,86.884598,85.596056,86.884598,86.148288
51,87.436831,88.725374,87.436831,88.541296,88.035083
52,89.461684,90.934304,89.829839,90.013917,90.059936
53,90.934304,92.591002,91.670614,92.77508,91.99275
54,93.327312,94.615855,93.51139,93.695467,93.787506
55,95.168088,96.824786,94.799933,95.904398,95.674301
56,97.008863,98.113328,97.008863,98.481483,97.653134
57,98.849638,100.322259,99.217794,100.506336,99.724007
58,101.058569,102.163034,101.242646,102.531189,101.74886
59,102.899344,104.371965,102.715267,103.083422,103.267499
60,104.74012,106.028662,104.556042,105.292352,105.154294
61,106.396818,108.237593,106.396818,108.053515,107.271186
62,107.869438,110.078368,108.421671,109.894291,109.065942
63,110.262446,111.735066,110.262446,111.919144,111.044775
64,111.366911,113.575842,112.103221,112.839531,112.471376
65,113.759919,115.048462,113.759919,114.864384,114.358171
