pwm,m1,m2,m3,m4,mean
66,115.416617,117.257392,115.784772,115.96885,116.106908
67,117.44147,118.730013,117.257392,119.098168,118.131761
68,118.545935,120.570788,119.098168,119.834478,119.512342
69,120.570788,122.411563,120.570788,121.859331,121.353118
70,122.043408,123.700106,122.595641,123.516029,122.963796
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.288543,-1.288543,-1.47262,-1.104465,-1.288543
-10,-3.313396,-3.129318,-3.129318,-3.313396,-3.221357
-11,-5.338249,-5.154171,-5.154171,-5.154171,-5.20019
-12,-6.994946,-7.179024,-6.994946,-6.994946,-7.040966
-13,-9.019799,-9.019799,-9.019799,-8.835722,-8.97378
-14,-11.044652,-11.22873,-10.860575,-10.860575,-10.998633
-15,-12.70135,-13.253583,-12.885428,-13.069505,-12.977467
-16,-14.542126,-14.726203,-14.542126,-14.542126,-14.588145
-17,-16.751056,-16.751056,-16.566979,-16.751056,-16.705037
-18,-18.591831,-18.775909,-18.407754,-18.775909,-18.637851
-19,-20.616684,-20.984839,-20.616684,-20.616684,-20.708723
-20,-22.825615,-23.009692,-22.825615,-22.641537,-22.825615
-21,-24.66639,-24.850468,-24.66639,-24.66639,-24.71241
-22,-26.691243,-26.875321,-26.691243,-26.875321,-26.783282
-23,-28.716096,-28.900174,-28.900174,-28.716096,-28.808135
-24,-30.556871,-31.293182,-30.740949,-31.293182,-30.971046
-25,-32.949879,-33.318035,-32.949879,-33.318035,-33.133957
-26,-35.15881,-35.342887,-35.342887,-35.15881,-35.250849
-27,-37.183663,-37.36774,-37.551818,-37.551818,-37.41376
-28,-39.208516,-39.760748,-39.392593,-39.760748,-39.530652
-29,-41.233369,-41.785601,-41.785601,-42.153756,-41.739582
-30,-43.626377,-43.994532,-43.626377,-43.810454,-43.764435
-31,-45.467152,-46.019385,-45.835307,-46.38754,-45.927346
-32,-48.044238,-48.412393,-48.044238,-48.044238,-48.136276
-33,-49.885013,-50.621323,-50.253168,-50.621323,-50.345207
-34,-52.093944,-52.830254,-52.462099,-52.830254,-52.554137
-35,-54.302874,-54.671029,-54.302874,-55.039184,-54.57899
-36,-56.511804,-56.87996,-56.511804,-57.064037,-56.741901
-37,-58.35258,-59.272968,-58.904812,-58.904812,-58.858793
-38,-60.56151,-61.113743,-61.113743,-61.297821,-61.021704
-39,-62.586363,-63.506751,-62.954518,-64.058984,-63.276654
-40,-64.795294,-65.715681,-65.163449,-65.899759,-65.393546
-41,-67.004224,-67.924612,-67.188302,-67.740534,-67.464418
-42,-69.029077,-70.133542,-69.397232,-69.765387,-69.58131
-43,-71.238008,-71.79024,-71.79024,-72.342473,-71.79024
-44,-73.262861,-74.183248,-73.631016,-73.815093,-73.723054
-45,-75.471791,-76.024024,-75.655869,-76.576256,-75.931985
-46,-77.496644,-78.232954,-77.680721,-78.232954,-77.910818
-47,-79.889652,-80.441885,-79.889652,-79.889652,-80.02771
-48,-81.54635,-82.466737,-81.914505,-82.098582,-82.006544
-49,-83.75528,-84.49159,-83.939358,-84.859746,-84.261494
-50,-85.596056,-86.516443,-85.964211,-86.332366,-86.102269
-51,-87.436831,-88.357219,-88.173141,-88.725374,-88.173141
-52,-89.461684,-90.197994,-90.197994,-90.750227,-90.151975
-53,-91.670614,-92.222847,-91.854692,-92.03877,-91.946731
-54,-93.51139,-94.431778,-94.063622,-94.615855,-94.155661
-55,-95.536243,-96.45663,-95.904398,-95.904398,-95.950417
-56,-97.192941,-97.745173,-97.377018,-97.929251,-97.561096
-57,-99.401871,-99.770026,-99.770026,-100.138181,-99.770026
-58,-101.242646,-101.610802,-101.610802,-101.978957,-101.610802
-59,-102.715267,-103.635654,-103.267499,-104.187887,-103.451577
-60,-105.108275,-105.660507,-104.74012,-105.292352,-105.200314
-61,-106.764973,-107.501283,-106.94905,-107.68536,-107.225167
-62,-108.789826,-109.526136,-108.973903,-109.157981,-109.111961
-63,-109.710213,-111.182834,-110.446523,-111.735066,-110.768659
-64,-112.103221,-113.207687,-112.655454,-112.839531,-112.701473
-65,-113.391764,-115.048462,-114.496229,-114.496229,-114.358171
-66,-115.600695,-116.521082,-116.152927,-116.521082,-116.198947
-67,-117.257392,-118.730013,-117.809625,-118.361858,-118.039722
-68,-119.282245,-120.202633,-119.6504,-120.202633,-119.834478
-69,-120.570788,-121.859331,-121.491176,-122.043408,-121.491176
-70,-121.491176,-123.884184,-122.963796,-123.147874,-122.871757
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.47262,1.288543,1.47262,0.73631,1.242523
10,3.313396,3.497473,3.129318,3.129318,3.267376
11,5.154171,5.154171,5.154171,5.338249,5.20019
12,7.179024,7.363102,7.179024,7.179024,7.225043
13,9.203877,9.387954,9.019799,9.203877,9.203877
14,10.860575,11.22873,10.860575,11.044652,10.998633
15,13.069505,13.253583,12.885428,13.253583,13.115525
16,14.542126,14.910281,14.358048,14.726203,14.634164
17,16.566979,16.751056,16.566979,16.751056,16.659017
18,18.407754,18.959987,18.775909,18.775909,18.72989
19,20.432607,20.984839,20.616684,20.800762,20.708723
20,22.641537,22.825615,22.641537,22.825615,22.733576
21,24.66639,25.034545,24.482313,24.66639,24.71241
22,26.691243,27.059398,26.875321,27.243476,26.967359
23,28.716096,29.084251,28.716096,28.716096,28.808135
24,30.740949,31.293182,30.740949,31.293182,31.017065
25,32.765802,33.318035,32.949879,33.502112,33.133957
26,34.790655,35.526965,34.974732,35.15881,35.112791
27,36.63143,37.735896,37.36774,37.36774,37.275702
28,39.024438,39.944826,39.208516,39.208516,39.346574
29,41.233369,41.969679,41.417446,41.417446,41.509485
30,43.258222,43.994532,43.626377,44.362687,43.810454
31,45.467152,46.203462,45.65123,45.835307,45.789288
32,47.676083,48.412393,48.044238,48.59647,48.182296
33,49.700936,50.621323,49.885013,50.069091,50.069091
34,52.093944,52.830254,52.462099,52.830254,52.554137
35,53.934719,55.039184,54.486952,54.855107,54.57899
36,56.143649,57.064037,56.511804,56.511804,56.557824
37,58.35258,59.457045,58.536657,59.457045,58.950832
38,60.377433,61.665976,60.745588,61.850053,61.159762
39,62.586363,63.690829,63.138596,63.322673,63.184615
40,64.611216,65.715681,65.347526,65.347526,65.255488
41,67.004224,68.108689,67.188302,68.292767,67.648496
42,69.029077,70.31762,69.213155,69.949465,69.627329
43,70.869853,72.158395,71.422085,71.974318,71.606163
44,73.262861,74.735481,73.262861,74.367326,73.907132
45,75.103636,76.208101,75.655869,76.392179,75.839946
46,77.312566,78.969264,77.680721,78.232954,78.048877
47,79.153342,80.625962,79.705574,80.994117,80.119749
48,81.362272,82.834893,81.730427,82.650815,82.144602
49,83.203048,84.859746,83.571203,83.571203,83.8013
50,85.596056,86.700521,85.964211,86.700521,86.240327
51,87.068676,88.725374,87.252754,88.541296,87.897025
52,89.093529,90.934304,89.093529,90.197994,89.829839
53,90.934304,92.77508,91.302459,92.406925,91.854692
54,93.327312,94.799933,93.695467,94.799933,94.155661
55,95.168088,96.640708,95.536243,96.824786,96.042456
56,97.192941,98.481483,97.008863,97.929251,97.653134
57,99.033716,100.874491,99.217794,100.138181,99.816046
58,100.874491,102.347112,101.242646,102.163034,101.656821
59,102.899344,104.187887,103.083422,103.635654,103.451577
60,104.371965,105.660507,104.371965,105.47643,104.970217
61,106.21274,108.053515,106.580895,107.68536,107.133128
62,108.237593,109.342058,108.237593,109.894291,108.927884
63,109.894291,111.735066,110.446523,111.919144,110.998756
64,111.550989,112.839531,111.919144,112.839531,112.287299
65,113.759919,115.048462,113.391764,114.864384,114.266132
66,115.416617,117.073315,115.600695,117.257392,116.337005
67,116.521082,118.91409,117.625547,118.91409,117.993703
68,118.545935,120.386711,119.282245,120.754866,119.742439
69,120.202633,122.411563,120.754866,122.227486,121.399137
70,122.043408,124.436416,122.963796,123.147874,123.147874
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.104465,-1.288543,-0.920388,-1.656698,-1.242523
-10,-3.313396,-3.313396,-3.129318,-3.497473,-3.313396
-11,-5.154171,-5.154171,-5.154171,-5.338249,-5.20019
-12,-6.994946,-7.179024,-7.363102,-7.363102,-7.225043
-13,-9.019799,-9.203877,-9.019799,-9.203877,-9.111838
-14,-11.044652,-11.044652,-11.044652,-10.860575,-10.998633
-15,-13.069505,-13.253583,-12.885428,-13.069505,-13.069505
-16,-14.542126,-14.726203,-14.542126,-14.542126,-14.588145
-17,-16.382901,-16.751056,-16.566979,-16.751056,-16.612998
-18,-18.407754,-18.959987,-18.407754,-18.775909,-18.637851
-19,-20.432607,-20.800762,-20.800762,-20.616684,-20.662704
-20,-22.641537,-23.009692,-22.641537,-23.009692,-22.825615
-21,-24.482313,-24.850468,-24.66639,-24.482313,-24.620371
-22,-26.691243,-27.059398,-26.691243,-27.059398,-26.875321
-23,-28.532019,-28.900174,-28.716096,-28.716096,-28.716096
-24,-30.740949,-31.109104,-30.925027,-31.293182,-31.017065
-25,-32.765802,-33.502112,-32.949879,-33.502112,-33.179976
-26,-34.790655,-35.342887,-34.974732,-34.974732,-35.020752
-27,-36.999585,-37.36774,-37.183663,-37.183663,-37.183663
-28,-39.208516,-39.760748,-39.392593,-39.760748,-39.530652
-29,-41.233369,-41.969679,-41.417446,-41.601524,-41.555504
-30,-43.442299,-43.994532,-43.810454,-44.178609,-43.856474
-31,-45.467152,-46.38754,-46.019385,-46.38754,-46.065404
-32,-48.044238,-48.412393,-48.044238,-48.59647,-48.274335
-33,-49.885013,-50.437246,-50.069091,-50.621323,-50.253168
-34,-52.093944,-52.830254,-52.278021,-53.014331,-52.554137
-35,-54.302874,-54.855107,-54.486952,-54.855107,-54.62501
-36,-56.143649,-57.248115,-56.511804,-57.248115,-56.787921
-37,-58.536657,-59.08889,-58.904812,-59.08889,-58.904812
-38,-60.745588,-61.113743,-61.113743,-60.929665,-60.975685
-39,-62.954518,-63.506751,-63.506751,-63.506751,-63.368693
-40,-64.979371,-65.715681,-65.531604,-65.899759,-65.531604
-41,-67.004224,-67.740534,-67.372379,-67.556457,-67.418399
-42,-69.213155,-69.949465,-69.397232,-70.31762,-69.719368
-43,-71.238008,-71.974318,-71.606163,-71.79024,-71.652182
-44,-73.446938,-74.183248,-73.631016,-73.631016,-73.723054
-45,-75.471791,-76.024024,-75.839946,-75.839946,-75.793927
-46,-77.312566,-78.048877,-78.048877,-77.864799,-77.81878
-47,-79.153342,-80.257807,-80.073729,-80.257807,-79.935671
-48,-81.54635,-82.466737,-81.730427,-82.834893,-82.144602
-49,-83.203048,-84.307513,-83.939358,-84.49159,-83.985377
-50,-85.780133,-86.332366,-86.148288,-86.148288,-86.102269
-51,-87.620909,-88.173141,-87.989064,-87.989064,-87.943044
-52,-89.645762,-90.566149,-90.197994,-90.750227,-90.290033
-53,-91.302459,-92.222847,-91.486537,-91.854692,-91.716634
-54,-93.51139,-94.2477,-93.879545,-93.879545,-93.879545
-55,-95.536243,-96.45663,-96.088475,-96.824786,-96.226534
-56,-97.377018,-98.297406,-97.745173,-98.113328,-97.883231
-57,-99.401871,-100.322259,-99.217794,-100.138181,-99.770026
-58,-101.058569,-101.794879,-101.426724,-101.794879,-101.518763
-59,-103.083422,-104.187887,-103.451577,-103.083422,-103.451577
-60,-104.924197,-105.844585,-105.292352,-105.108275,-105.292352
-61,-106.580895,-107.501283,-106.94905,-107.68536,-107.179147
-62,-108.605748,-109.710213,-108.973903,-109.894291,-109.296039
-63,-110.446523,-110.630601,-110.446523,-110.814679,-110.584582
-64,-112.103221,-113.023609,-112.471376,-113.023609,-112.655454
-65,-113.943997,-115.048462,-114.128074,-114.496229,-114.404191
-66,-115.600695,-116.152927,-116.152927,-116.70516,-116.152927
-67,-117.073315,-118.545935,-117.625547,-118.91409,-118.039722
-68,-118.91409,-119.6504,-118.91409,-120.202633,-119.420303
-69,-120.570788,-122.043408,-121.307098,-121.307098,-121.307098
-70,-122.043408,-123.516029,-122.595641,-123.516029,-122.917777
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.288543,1.47262,1.104465,1.47262,1.334562
10,3.129318,3.313396,3.129318,3.313396,3.221357
11,5.338249,5.154171,5.154171,5.522326,5.292229
12,6.994946,7.179024,7.179024,7.179024,7.133005
13,9.019799,9.019799,8.835722,9.019799,8.97378
14,11.044652,11.22873,11.044652,11.22873,11.136691
15,13.069505,13.253583,13.069505,13.069505,13.115525
16,14.726203,14.726203,14.542126,14.726203,14.680184
17,16.382901,16.751056,16.382901,16.751056,16.566979
18,18.591831,18.775909,18.407754,18.959987,18.68387
19,20.616684,20.800762,20.432607,20.616684,20.616684
20,22.45746,23.009692,22.825615,22.641537,22.733576
21,24.482313,25.034545,24.482313,24.66639,24.66639
22,26.507166,27.059398,26.691243,26.691243,26.737263
23,28.347941,29.268329,28.532019,28.716096,28.716096
24,30.740949,31.293182,30.372794,31.293182,30.925027
25,32.765802,33.502112,32.949879,33.318035,33.133957
26,34.790655,35.342887,34.974732,35.342887,35.112791
27,36.815508,37.735896,36.999585,37.183663,37.183663
28,39.024438,39.760748,39.024438,39.760748,39.392593
29,41.049291,41.969679,41.417446,41.785601,41.555504
30,43.074144,44.362687,43.626377,44.178609,43.810454
31,45.467152,46.38754,45.467152,46.203462,45.881327
32,47.676083,48.780548,47.86016,48.412393,48.182296
33,49.700936,50.621323,49.885013,50.253168,50.11511
34,51.909866,53.014331,51.909866,53.014331,52.462099
35,53.750641,55.039184,54.302874,54.855107,54.486952
36,56.143649,57.248115,56.695882,56.87996,56.741901
37,58.35258,59.272968,58.536657,58.904812,58.766754
38,60.56151,61.481898,60.745588,61.481898,61.067724
39,62.586363,64.058984,63.138596,63.874906,63.414712
40,64.611216,66.083837,64.979371,65.347526,65.255488
41,66.820147,68.108689,67.372379,67.924612,67.556457
42,69.213155,70.133542,69.029077,70.31762,69.673349
43,71.05393,72.342473,71.422085,71.79024,71.652182
44,73.262861,74.551403,73.446938,73.999171,73.815093
45,75.471791,76.576256,75.287713,76.024024,75.839946
46,77.312566,78.601109,77.680721,78.417032,78.002857
47,79.337419,80.81004,79.889652,80.81004,80.211788
48,81.54635,82.466737,81.362272,82.834893,82.052563
49,83.203048,84.675668,83.75528,84.123435,83.939358
50,85.411978,87.068676,85.596056,86.332366,86.102269
51,87.252754,88.909451,87.436831,88.173141,87.943044
52,89.277606,90.750227,89.645762,90.013917,89.921878
53,91.302459,92.591002,91.854692,92.03877,91.946731
54,93.143235,94.615855,93.695467,94.431778,93.971584
55,95.352165,96.824786,95.168088,96.272553,95.904398
56,96.824786,98.665561,97.561096,98.297406,97.837212
57,99.217794,100.322259,99.217794,99.770026,99.631968
58,100.690414,102.347112,101.242646,101.058569,101.334685
59,102.715267,104.187887,103.267499,103.635654,103.451577
60,104.74012,106.028662,104.74012,106.028662,105.384391
61,106.396818,107.869438,106.94905,107.869438,107.271186
62,107.869438,110.078368,108.237593,109.157981,108.835845
63,109.710213,111.735066,110.262446,111.735066,110.860698
64,111.182834,113.391764,112.287299,111.919144,112.19526
65,113.759919,115.232539,113.759919,114.864384,114.404191
66,115.416617,117.257392,115.784772,117.073315,116.383024
67,117.073315,119.098168,117.625547,118.91409,118.17778
68,118.545935,120.938943,118.17778,120.570788,119.558362
69,120.386711,122.963796,120.938943,122.043408,121.583215
70,120.754866,124.620494,122.595641,122.779719,122.68768
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.104465,-1.656698,-1.288543,-1.104465,-1.288543
-10,-3.129318,-3.497473,-3.129318,-3.313396,-3.267376
-11,-5.154171,-5.338249,-5.154171,-5.154171,-5.20019
-12,-6.994946,-7.179024,-6.994946,-7.363102,-7.133005
-13,-9.019799,-9.203877,-8.835722,-9.019799,-9.019799
-14,-10.860575,-11.044652,-10.676497,-11.22873,-10.952614
-15,-12.885428,-13.069505,-13.253583,-13.069505,-13.069505
-16,-14.542126,-14.726203,-14.542126,-14.726203,-14.634164
-17,-16.566979,-16.566979,-16.566979,-16.566979,-16.566979
-18,-18.407754,-18.591831,-18.407754,-18.591831,-18.499793
-19,-20.616684,-20.800762,-20.616684,-20.800762,-20.708723
-20,-22.825615,-22.641537,-22.641537,-22.825615,-22.733576
-21,-24.298235,-24.850468,-24.66639,-25.034545,-24.71241
-22,-26.691243,-27.059398,-26.691243,-27.059398,-26.875321
-23,-28.900174,-28.900174,-28.716096,-29.268329,-28.946193
-24,-30.925027,-30.925027,-30.925027,-30.925027,-30.925027
-25,-32.765802,-33.133957,-32.765802,-33.133957,-32.949879
-26,-34.790655,-35.342887,-35.15881,-35.342887,-35.15881
-27,-37.183663,-37.36774,-37.183663,-37.735896,-37.36774
-28,-39.208516,-39.576671,-39.392593,-39.208516,-39.346574
-29,-41.233369,-41.785601,-41.601524,-41.417446,-41.509485
-30,-43.442299,-43.810454,-43.810454,-43.810454,-43.718416
-31,-45.467152,-46.019385,-45.835307,-45.835307,-45.789288
-32,-47.86016,-48.044238,-48.228315,-48.044238,-48.044238
-33,-49.885013,-50.437246,-50.069091,-50.069091,-50.11511
-34,-52.278021,-52.462099,-52.462099,-52.646176,-52.462099
-35,-54.302874,-55.039184,-54.486952,-54.855107,-54.671029
-36,-56.327727,-57.064037,-56.327727,-56.87996,-56.649863
-37,-58.35258,-59.08889,-58.720735,-59.457045,-58.904812
-38,-60.56151,-61.481898,-60.929665,-61.665976,-61.159762
-39,-62.770441,-63.322673,-62.954518,-63.322673,-63.092577
-40,-64.795294,-65.715681,-65.531604,-65.531604,-65.393546
-41,-67.372379,-67.924612,-67.188302,-68.292767,-67.694515
-42,-69.029077,-70.133542,-69.397232,-70.31762,-69.719368
-43,-71.238008,-72.158395,-71.238008,-72.52655,-71.79024
-44,-73.446938,-74.551403,-73.446938,-74.551403,-73.999171
-45,-75.287713,-76.392179,-75.655869,-76.576256,-75.978004
-46,-77.496644,-78.232954,-78.232954,-78.601109,-78.140915
-47,-79.337419,-80.441885,-79.889652,-80.625962,-80.073729
-48,-81.730427,-82.28266,-81.730427,-81.914505,-81.914505
-49,-83.571203,-84.307513,-83.75528,-84.49159,-84.031397
-50,-85.780133,-86.700521,-86.148288,-86.148288,-86.194308
-51,-87.620909,-88.357219,-87.804986,-88.725374,-88.127122
-52,-89.645762,-90.382072,-90.197994,-90.197994,-90.105955
-53,-91.302459,-92.406925,-91.670614,-92.77508,-92.03877
-54,-93.695467,-94.431778,-93.695467,-94.063622,-93.971584
-55,-95.536243,-96.45663,-95.904398,-96.45663,-96.088475
-56,-97.377018,-98.113328,-97.561096,-98.481483,-97.883231
-57,-99.217794,-100.322259,-99.585949,-99.401871,-99.631968
-58,-100.874491,-101.978957,-101.242646,-102.163034,-101.564782
-59,-103.083422,-104.00381,-103.267499,-103.267499,-103.405558
-60,-104.74012,-105.47643,-105.108275,-105.844585,-105.292352
-61,-106.396818,-107.317205,-107.133128,-108.053515,-107.225167
-62,-108.237593,-109.342058,-108.053515,-109.157981,-108.697787
-63,-110.630601,-111.182834,-110.446523,-111.182834,-110.860698
-64,-112.103221,-113.023609,-112.287299,-112.471376,-112.471376
-65,-113.943997,-115.048462,-114.496229,-114.680307,-114.542249
-66,-115.784772,-116.337005,-115.784772,-117.073315,-116.244966
-67,-117.625547,-118.17778,-117.625547,-117.993703,-117.855644
-68,-118.91409,-120.202633,-119.466323,-120.202633,-119.69642
-69,-120.570788,-122.227486,-120.938943,-121.675253,-121.353118
-70,-122.043408,-123.700106,-123.147874,-124.068261,-123.239912
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.104465,1.288543,1.47262,1.104465,1.242523
10,3.313396,3.313396,3.313396,3.313396,3.313396
11,5.154171,5.338249,4.970094,5.338249,5.20019
12,6.994946,7.179024,6.994946,7.179024,7.086985
13,9.019799,9.203877,9.019799,9.019799,9.065819
14,10.860575,11.22873,10.860575,11.044652,10.998633
15,13.069505,13.253583,12.885428,12.885428,13.023486
16,14.542126,14.726203,14.542126,14.726203,14.634164
17,16.751056,16.751056,16.566979,16.566979,16.659017
18,18.591831,18.775909,18.407754,18.591831,18.591831
19,20.432607,20.616684,20.432607,20.800762,20.570665
20,22.641537,22.641537,22.641537,22.825615,22.687557
21,24.66639,24.66639,24.66639,24.850468,24.71241
22,26.691243,27.059398,26.691243,26.875321,26.829301
23,28.716096,29.084251,28.716096,28.900174,28.854154
24,30.556871,31.109104,30.556871,30.925027,30.786968
25,32.765802,33.133957,32.765802,33.133957,32.949879
26,34.790655,35.526965,35.15881,35.526965,35.250849
27,36.63143,37.551818,36.999585,37.551818,37.183663
28,39.024438,39.760748,39.392593,39.576671,39.438613
29,41.049291,41.969679,41.417446,42.153756,41.647543
30,43.258222,44.178609,43.626377,43.810454,43.718416
31,45.283075,46.203462,45.467152,46.38754,45.835307
32,47.492005,48.59647,47.676083,48.228315,47.998218
33,49.700936,50.621323,49.885013,50.621323,50.207149
34,51.909866,52.830254,52.093944,52.830254,52.416079
35,53.934719,54.855107,54.671029,55.223262,54.671029
36,56.143649,57.248115,56.695882,57.248115,56.83394
37,58.35258,59.641123,58.35258,59.08889,58.858793
38,60.193355,61.665976,60.745588,60.929665,60.883646
39,62.402286,63.690829,62.770441,63.874906,63.184615
40,64.611216,65.899759,64.979371,65.899759,65.347526
41,67.004224,68.108689,67.188302,67.372379,67.418399
42,69.029077,70.133542,69.213155,69.58131,69.489271
43,71.05393,71.974318,71.238008,71.606163,71.468105
44,73.078783,74.367326,73.446938,73.631016,73.631016
45,75.287713,76.392179,75.471791,75.839946,75.747907
46,77.312566,78.417032,77.680721,77.864799,77.81878
47,79.337419,80.625962,79.337419,80.257807,79.889652
48,81.54635,82.650815,81.54635,82.834893,82.144602
49,83.387125,84.675668,83.75528,84.49159,84.077416
50,85.411978,86.700521,85.780133,86.148288,86.01023
51,87.436831,88.909451,87.804986,87.989064,88.035083
52,89.277606,90.750227,89.645762,89.829839,89.875858
53,91.486537,92.77508,91.302459,91.854692,91.854692
54,92.77508,94.615855,93.143235,94.063622,93.649448
55,95.168088,96.45663,95.536243,96.45663,95.904398
56,97.008863,98.665561,97.377018,97.561096,97.653134
57,99.033716,100.506336,99.033716,99.585949,99.539929
58,100.506336,102.531189,100.690414,101.610802,101.334685
59,102.531189,104.556042,103.083422,103.635654,103.451577
60,104.556042,106.21274,104.924197,105.660507,105.338372
61,106.396818,108.053515,106.396818,108.237593,107.271186
62,108.053515,109.710213,108.421671,109.342058,108.881864
63,109.710213,111.735066,110.446523,111.366911,110.814679
64,111.735066,112.839531,112.103221,112.655454,112.333318
65,113.391764,115.232539,113.575842,113.759919,113.990016
66,115.048462,116.70516,115.232539,116.70516,115.92283
67,116.889237,118.91409,117.257392,118.361858,117.855644
68,118.361858,120.386711,118.730013,120.570788,119.512342
69,119.834478,122.595641,121.123021,121.123021,121.16904
70,121.491176,124.620494,122.779719,123.147874,123.009815
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.288543,-1.104465,-1.104465,-1.288543,-1.196504
-10,-3.497473,-3.313396,-3.313396,-3.313396,-3.359415
-11,-5.154171,-5.154171,-4.970094,-5.338249,-5.154171
-12,-6.994946,-7.179024,-6.994946,-6.994946,-7.040966
-13,-9.019799,-9.019799,-8.835722,-8.835722,-8.927761
-14,-11.044652,-11.044652,-11.044652,-11.044652,-11.044652
-15,-12.885428,-13.069505,-12.885428,-12.70135,-12.885428
-16,-14.542126,-14.542126,-14.542126,-14.542126,-14.542126
-17,-16.566979,-16.751056,-16.566979,-16.751056,-16.659017
-18,-18.591831,-18.775909,-18.591831,-18.775909,-18.68387
-19,-20.432607,-20.800762,-20.616684,-20.616684,-20.616684
-20,-22.45746,-22.825615,-22.641537,-22.641537,-22.641537
-21,-24.298235,-24.850468,-24.66639,-24.850468,-24.66639
-22,-26.691243,-27.059398,-26.507166,-26.691243,-26.737263
-23,-28.716096,-28.900174,-28.716096,-28.716096,-28.762115
-24,-30.556871,-30.925027,-30.925027,-31.109104,-30.879007
-25,-32.949879,-33.133957,-32.949879,-32.765802,-32.949879
-26,-34.974732,-35.526965,-34.790655,-35.342887,-35.15881
-27,-37.183663,-37.36774,-36.999585,-37.551818,-37.275702
-28,-39.208516,-39.576671,-39.208516,-39.760748,-39.438613
-29,-41.417446,-41.785601,-41.417446,-41.969679,-41.647543
-30,-43.258222,-43.810454,-43.810454,-43.810454,-43.672396
-31,-45.467152,-46.203462,-45.65123,-46.571617,-45.973365
-32,-47.676083,-48.044238,-48.044238,-48.044238,-47.952199
-33,-49.700936,-50.437246,-49.885013,-50.805401,-50.207149
-34,-51.909866,-52.646176,-52.278021,-52.646176,-52.37006
-35,-54.302874,-54.855107,-54.486952,-55.407339,-54.763068
-36,-56.511804,-57.064037,-56.695882,-57.432192,-56.925979
-37,-58.35258,-59.272968,-58.720735,-59.08889,-58.858793
-38,-60.56151,-61.113743,-60.745588,-61.113743,-60.883646
-39,-62.770441,-63.506751,-63.138596,-63.690829,-63.276654
-40,-64.795294,-65.715681,-65.347526,-65.531604,-65.347526
-41,-67.188302,-67.556457,-67.556457,-67.556457,-67.464418
-42,-69.213155,-69.765387,-69.58131,-69.765387,-69.58131
-43,-71.238008,-71.974318,-71.79024,-71.974318,-71.744221
-44,-73.262861,-73.999171,-73.815093,-73.999171,-73.769074
-45,-75.287713,-76.576256,-75.839946,-76.760334,-76.116062
-46,-77.496644,-78.232954,-77.680721,-78.048877,-77.864799
-47,-79.705574,-80.441885,-79.705574,-80.625962,-80.119749
-48,-81.54635,-82.098582,-81.730427,-81.914505,-81.822466
-49,-83.75528,-84.49159,-84.123435,-84.123435,-84.123435
-50,-85.596056,-86.516443,-85.780133,-87.068676,-86.240327
-51,-87.620909,-88.173141,-87.989064,-88.173141,-87.989064
