pwm,m1,m2,m3,m4,mean
64,108.789826,108.053515,109.526136,107.501283,108.46769
65,110.630601,109.710213,110.630601,109.342058,110.078368
66,112.471376,112.103221,113.207687,110.998756,112.19526
67,114.312152,113.759919,115.048462,113.207687,114.082055
68,115.96885,115.232539,116.337005,114.496229,115.508656
69,117.809625,116.521082,117.993703,115.416617,116.935257
70,118.91409,119.098168,119.466323,117.993703,118.868071
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-0.73631,-1.104465,-1.104465,0.0,-0.73631
-10,-2.945241,-2.945241,-3.129318,-2.761163,-2.945241
-11,-4.970094,-4.786016,-4.970094,-4.601938,-4.832035
-12,-6.810869,-6.626791,-6.810869,-6.626791,-6.71883
-13,-8.651644,-8.467567,-8.835722,-8.283489,-8.559606
-14,-10.49242,-10.49242,-10.676497,-9.572032,-10.308342
-15,-12.333195,-12.517273,-12.70135,-12.149118,-12.425234
-16,-13.989893,-13.989893,-14.358048,-13.621738,-13.989893
-17,-15.830668,-15.830668,-16.014746,-15.462513,-15.784649
-18,-17.855521,-17.671444,-18.223676,-17.671444,-17.855521
-19,-19.880374,-19.696297,-20.064452,-19.144064,-19.696297
-20,-21.537072,-21.905227,-22.089305,-21.537072,-21.767169
-21,-23.377847,-23.561925,-23.93008,-23.377847,-23.561925
-22,-25.586778,-25.4027,-26.139011,-25.218623,-25.586778
-23,-27.427553,-27.243476,-27.979786,-27.059398,-27.427553
-24,-29.452406,-29.452406,-30.188716,-28.900174,-29.498426
-25,-31.661337,-31.293182,-32.397647,-30.925027,-31.569298
-26,-33.68619,-33.318035,-34.238422,-32.765802,-33.502112
-27,-35.342887,-35.711043,-36.447353,-34.790655,-35.572984
-28,-37.551818,-37.735896,-38.288128,-37.183663,-37.689876
-29,-39.944826,-39.392593,-40.681136,-39.024438,-39.760748
-30,-41.969679,-41.417446,-42.705989,-41.233369,-41.831621
-31,-43.810454,-43.626377,-44.546764,-43.074144,-43.764435
-32,-46.203462,-45.65123,-47.12385,-45.467152,-46.111424
-33,-48.228315,-47.492005,-48.59647,-47.12385,-47.86016
-34,-50.253168,-49.885013,-50.621323,-49.148703,-49.977052
-35,-52.278021,-52.093944,-53.014331,-50.989478,-52.093944
-36,-53.934719,-53.934719,-55.039184,-53.382486,-54.072777
-37,-56.511804,-55.775494,-57.064037,-55.223262,-56.143649
-38,-58.35258,-58.536657,-59.457045,-57.61627,-58.490638
-39,-60.56151,-60.377433,-61.113743,-59.08889,-60.285394
-40,-62.770441,-62.586363,-63.690829,-61.113743,-62.540344
-41,-64.611216,-64.243061,-65.899759,-63.874906,-64.657236
-42,-66.820147,-66.636069,-67.372379,-65.531604,-66.59005
-43,-68.476845,-68.292767,-70.133542,-67.188302,-68.522864
-44,-70.685775,-69.949465,-71.79024,-69.029077,-70.363639
-45,-73.078783,-71.79024,-74.367326,-71.422085,-72.664609
-46,-74.919558,-73.815093,-75.655869,-73.446938,-74.459365
-47,-76.392179,-76.576256,-78.048877,-75.103636,-76.530237
-48,-78.969264,-77.864799,-80.257807,-77.496644,-78.647129
-49,-80.257807,-80.257807,-81.730427,-79.889652,-80.533923
-50,-82.650815,-81.730427,-84.307513,-81.178195,-82.466737
-51,-85.043823,-84.123435,-86.148288,-83.571203,-84.721687
-52,-86.332366,-85.596056,-87.989064,-84.859746,-86.194308
-53,-88.173141,-88.173141,-89.461684,-86.884598,-88.173141
-54,-90.382072,-89.277606,-91.486537,-88.909451,-90.013917
-55,-91.670614,-91.670614,-93.327312,-90.566149,-91.808673
-56,-93.51139,-93.51139,-94.98401,-92.591002,-93.649448
-57,-96.088475,-94.799933,-97.377018,-94.2477,-95.628282
-58,-97.377018,-96.640708,-98.849638,-96.272553,-97.284979
-59,-99.585949,-99.033716,-100.506336,-97.008863,-99.033716
-60,-101.242646,-101.058569,-102.163034,-99.954104,-101.104588
-61,-103.083422,-101.978957,-104.371965,-101.426724,-102.715267
-62,-104.556042,-104.371965,-106.028662,-103.451577,-104.602062
-63,-106.21274,-106.21274,-108.421671,-104.924197,-106.442837
-64,-108.053515,-107.317205,-109.894291,-106.764973,-108.007496
-65,-110.262446,-109.342058,-111.182834,-108.237593,-109.756233
-66,-110.814679,-110.998756,-113.575842,-110.262446,-111.412931
-67,-113.759919,-113.207687,-115.416617,-112.471376,-113.7139
-68,-115.232539,-114.496229,-116.152927,-113.759919,-114.910404
-69,-116.70516,-115.96885,-118.361858,-115.600695,-116.65914
-70,-118.361858,-117.993703,-119.834478,-116.521082,-118.17778
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.920388,0.920388,1.288543,0.0,0.78233
10,3.129318,2.945241,3.129318,2.945241,3.037279
11,4.786016,4.786016,5.154171,4.417861,4.786016
12,6.626791,6.810869,7.179024,6.626791,6.810869
13,8.835722,8.651644,8.835722,8.099412,8.605625
14,10.49242,10.308342,10.676497,10.124265,10.400381
15,12.333195,12.517273,12.885428,11.96504,12.425234
16,13.989893,14.173971,14.358048,13.989893,14.127951
17,16.198823,15.646591,16.014746,15.646591,15.876688
18,17.855521,17.855521,18.039599,17.671444,17.855521
19,19.880374,19.696297,19.880374,19.696297,19.788335
20,21.72115,21.72115,22.089305,21.168917,21.67513
21,23.377847,23.561925,23.746003,23.19377,23.469886
22,25.954933,25.586778,26.139011,25.218623,25.724836
23,27.795708,27.427553,27.979786,27.427553,27.65765
24,29.452406,29.820561,30.188716,29.452406,29.728523
25,31.845414,31.477259,32.213569,31.293182,31.707356
26,33.870267,33.502112,34.238422,33.318035,33.732209
27,35.89512,35.526965,36.263275,35.15881,35.711043
28,37.735896,37.735896,38.288128,37.36774,37.781915
29,39.760748,39.760748,40.128904,39.208516,39.714729
30,42.337834,41.785601,42.337834,41.417446,41.969679
31,43.810454,44.178609,44.730842,43.074144,43.948512
32,46.38754,45.835307,46.571617,45.467152,46.065404
33,48.044238,48.412393,48.780548,47.307928,48.136276
34,50.437246,49.885013,50.989478,49.516858,50.207149
35,52.278021,52.093944,53.014331,51.725788,52.278021
36,54.671029,54.671029,54.855107,53.934719,54.532971
37,56.87996,56.695882,57.61627,56.143649,56.83394
38,58.536657,58.168502,59.08889,57.61627,58.35258
39,60.745588,60.56151,61.113743,60.009278,60.60753
40,63.322673,62.586363,63.690829,62.034131,62.908499
41,64.795294,64.427139,65.715681,63.874906,64.703255
42,67.372379,66.636069,67.372379,66.451992,66.958205
43,68.845,69.029077,69.949465,68.292767,69.029077
44,71.238008,70.685775,71.422085,69.949465,70.823833
45,72.894705,72.894705,73.631016,71.974318,72.848686
46,75.103636,74.183248,76.024024,73.999171,74.82752
47,77.496644,76.944411,78.232954,75.839946,77.128489
48,78.785187,78.232954,79.705574,78.232954,78.739167
49,81.362272,80.994117,81.54635,79.889652,80.948098
50,82.834893,82.466737,84.123435,81.54635,82.742854
51,85.043823,83.939358,85.411978,83.571203,84.49159
52,86.516443,86.884598,87.804986,85.964211,86.79256
53,88.541296,87.989064,89.829839,87.068676,88.357219
54,90.566149,90.566149,90.934304,89.645762,90.428091
55,92.591002,91.670614,92.959157,91.854692,92.268866
56,94.063622,93.879545,95.352165,93.51139,94.201681
57,96.272553,96.272553,97.008863,95.352165,96.226534
58,98.481483,98.113328,98.297406,96.824786,97.929251
59,100.138181,99.770026,100.506336,98.481483,99.724007
60,101.978957,101.242646,102.347112,99.954104,101.380705
61,103.635654,102.715267,104.00381,102.531189,103.22148
62,104.556042,105.108275,105.844585,103.819732,104.832158
63,106.580895,106.764973,108.053515,105.292352,106.672934
64,107.869438,108.421671,109.894291,107.869438,108.513709
65,110.262446,110.078368,111.366911,109.526136,110.308465
66,112.471376,111.182834,113.023609,111.366911,112.011183
67,113.943997,113.759919,114.496229,112.839531,113.759919
68,115.600695,115.232539,116.337005,114.312152,115.370598
69,116.70516,116.889237,117.993703,116.337005,116.981276
70,119.282245,118.730013,120.018555,117.809625,118.96011
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.47262,-0.920388,-1.104465,-0.73631,-1.058446
-10,-2.945241,-2.945241,-3.129318,-2.577086,-2.899221
-11,-4.970094,-4.786016,-5.154171,-4.601938,-4.878055
-12,-6.810869,-6.626791,-6.810869,-6.626791,-6.71883
-13,-8.467567,-8.283489,-8.835722,-8.099412,-8.421547
-14,-10.308342,-10.308342,-10.860575,-10.124265,-10.400381
-15,-12.333195,-12.149118,-12.70135,-12.149118,-12.333195
-16,-13.805815,-13.989893,-14.358048,-13.621738,-13.943874
-17,-15.830668,-15.646591,-16.198823,-15.278436,-15.73863
-18,-17.303289,-17.671444,-18.223676,-17.303289,-17.625424
-19,-19.512219,-19.512219,-20.064452,-19.512219,-19.650277
-20,-21.72115,-21.905227,-22.089305,-21.352995,-21.767169
-21,-23.561925,-23.746003,-24.114158,-23.009692,-23.607944
-22,-25.586778,-25.4027,-25.770855,-25.218623,-25.494739
-23,-27.427553,-27.243476,-27.979786,-27.243476,-27.473573
-24,-29.268329,-29.452406,-30.004639,-29.084251,-29.452406
-25,-31.293182,-31.293182,-32.029492,-30.925027,-31.38522
-26,-33.318035,-33.133957,-34.054345,-32.765802,-33.318035
-27,-35.711043,-35.711043,-36.079198,-35.342887,-35.711043
-28,-37.735896,-37.551818,-38.288128,-36.999585,-37.643857
-29,-39.576671,-39.208516,-40.312981,-39.392593,-39.62269
-30,-41.601524,-41.417446,-42.521912,-41.233369,-41.693563
-31,-43.810454,-43.442299,-44.546764,-43.442299,-43.810454
-32,-45.65123,-45.65123,-46.939772,-45.283075,-45.881327
-33,-48.044238,-47.676083,-48.964625,-47.307928,-47.998218
-34,-50.069091,-50.253168,-51.357633,-49.516858,-50.299188
-35,-51.909866,-51.909866,-52.830254,-51.357633,-52.001905
-36,-54.302874,-53.566564,-55.407339,-53.198409,-54.118796
-37,-56.695882,-55.591417,-57.61627,-55.407339,-56.327727
-38,-58.168502,-58.536657,-59.641123,-57.248115,-58.398599
-39,-60.745588,-59.8252,-61.665976,-59.8252,-60.515491
-40,-62.218208,-62.770441,-63.506751,-61.481898,-62.494325
-41,-64.795294,-63.874906,-65.715681,-63.322673,-64.427139
-42,-66.451992,-66.083837,-67.924612,-65.531604,-66.498011
-43,-68.845,-67.924612,-69.949465,-67.740534,-68.614903
-44,-71.05393,-70.501697,-72.342473,-69.949465,-70.961891
-45,-72.52655,-72.342473,-74.183248,-71.422085,-72.618589
-46,-74.735481,-74.183248,-76.024024,-73.631016,-74.643442
-47,-76.944411,-76.208101,-77.680721,-75.655869,-76.622276
-48,-78.785187,-77.864799,-80.073729,-77.128489,-78.463051
-49,-80.625962,-79.889652,-82.466737,-79.337419,-80.579943
-50,-82.466737,-82.28266,-84.307513,-81.54635,-82.650815
-51,-84.675668,-84.123435,-85.596056,-83.387125,-84.445571
-52,-86.884598,-85.596056,-87.989064,-85.043823,-86.378385
-53,-88.541296,-87.804986,-89.277606,-86.516443,-88.035083
-54,-89.829839,-89.277606,-91.670614,-87.989064,-89.691781
-55,-92.406925,-91.854692,-93.695467,-90.566149,-92.130808
-56,-94.2477,-93.695467,-94.98401,-92.406925,-93.833526
-57,-95.72032,-95.536243,-97.561096,-94.063622,-95.72032
-58,-97.377018,-97.561096,-98.849638,-95.904398,-97.423038
-59,-99.585949,-98.665561,-101.058569,-97.561096,-99.217794
-60,-100.690414,-100.322259,-103.083422,-99.401871,-100.874491
-61,-102.531189,-101.978957,-104.187887,-100.506336,-102.301092
-62,-104.74012,-104.187887,-106.21274,-103.083422,-104.556042
-63,-106.21274,-105.47643,-108.237593,-105.108275,-106.258759
-64,-108.237593,-107.869438,-110.078368,-107.133128,-108.329632
-65,-109.894291,-109.894291,-111.182834,-108.237593,-109.802252
-66,-111.366911,-111.366911,-113.575842,-109.526136,-111.45895
-67,-113.391764,-112.655454,-115.232539,-111.735066,-113.253706
-68,-115.048462,-114.128074,-116.152927,-113.759919,-114.772346
-69,-116.521082,-116.152927,-118.730013,-115.600695,-116.751179
-70,-117.625547,-117.44147,-119.6504,-116.889237,-117.901664
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.920388,0.73631,1.288543,0.920388,0.966407
10,2.945241,2.945241,3.313396,2.945241,3.037279
11,4.786016,4.601938,4.970094,4.786016,4.786016
12,6.810869,6.810869,6.810869,6.626791,6.76485
13,8.467567,8.651644,8.651644,8.467567,8.559606
14,10.49242,10.49242,10.49242,10.308342,10.4464
15,12.149118,12.333195,12.517273,11.96504,12.241156
16,13.805815,14.173971,14.173971,13.43766,13.897854
17,16.014746,16.014746,16.382901,15.462513,15.968727
18,17.487366,17.855521,18.223676,17.119211,17.671444
19,19.880374,19.696297,20.064452,19.512219,19.788335
20,21.72115,21.905227,22.089305,21.352995,21.767169
21,23.377847,23.746003,23.93008,23.19377,23.561925
22,25.770855,25.586778,25.954933,25.4027,25.678817
23,27.427553,27.427553,27.795708,27.243476,27.473573
24,29.820561,29.452406,29.820561,29.268329,29.590464
25,31.661337,31.661337,31.845414,31.293182,31.615317
26,33.870267,33.502112,34.054345,33.133957,33.64017
27,35.526965,36.079198,36.079198,35.526965,35.803081
28,37.735896,37.735896,38.104051,37.183663,37.689876
29,40.128904,39.392593,40.312981,39.576671,39.852787
30,42.153756,41.601524,42.705989,41.417446,41.969679
31,44.362687,43.626377,44.362687,43.442299,43.948512
32,46.571617,45.835307,46.38754,45.835307,46.157443
33,48.59647,47.86016,48.59647,48.044238,48.274335
34,50.437246,50.069091,50.621323,49.33278,50.11511
35,52.462099,52.093944,52.830254,51.541711,52.232002
36,54.302874,54.486952,54.671029,54.118796,54.394913
37,56.327727,56.695882,57.064037,55.959572,56.511804
38,59.08889,58.536657,59.641123,58.168502,58.858793
39,60.929665,60.56151,61.481898,60.193355,60.791607
40,63.138596,62.586363,63.138596,62.402286,62.81646
41,65.163449,64.795294,65.347526,64.058984,64.841313
42,67.188302,66.820147,67.740534,65.899759,66.912185
43,69.397232,69.029077,69.58131,68.108689,69.029077
44,71.05393,71.05393,71.974318,69.765387,70.961891
45,72.894705,72.342473,73.446938,71.79024,72.618589
46,75.103636,74.183248,76.024024,73.999171,74.82752
47,77.312566,76.024024,77.680721,76.024024,76.760334
48,79.153342,77.864799,79.337419,78.048877,78.601109
49,81.362272,80.073729,81.178195,80.257807,80.718001
50,83.01897,82.650815,83.387125,81.730427,82.696834
51,85.227901,83.939358,86.148288,83.571203,84.721687
52,86.516443,85.964211,87.252754,85.596056,86.332366
53,88.357219,87.804986,89.277606,87.252754,88.173141
54,90.382072,89.645762,91.486537,89.277606,90.197994
55,92.222847,91.854692,93.51139,91.670614,92.314886
56,94.063622,94.063622,95.352165,93.143235,94.155661
57,96.272553,95.904398,97.192941,94.431778,95.950417
58,98.297406,97.192941,98.297406,96.45663,97.561096
59,99.585949,99.585949,100.138181,98.849638,99.539929
60,101.978957,101.426724,102.715267,100.874491,101.74886
61,103.083422,102.531189,103.635654,102.163034,102.853325
62,104.74012,104.187887,105.660507,103.819732,104.602062
63,106.580895,106.028662,107.68536,105.108275,106.350798
64,108.973903,108.789826,109.157981,107.68536,108.651767
65,110.262446,110.262446,110.998756,108.789826,110.078368
66,111.919144,111.182834,112.471376,110.998756,111.643027
67,113.575842,112.839531,114.496229,113.023609,113.483803
68,115.232539,115.232539,116.337005,114.128074,115.232539
69,117.257392,116.70516,117.809625,116.152927,116.981276
70,118.91409,118.361858,119.098168,117.073315,118.361858
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-0.73631,-1.288543,-1.288543,-0.552233,-0.966407
-10,-3.129318,-2.761163,-3.129318,-2.761163,-2.945241
-11,-4.970094,-4.786016,-4.970094,-4.049706,-4.693977
-12,-6.626791,-6.810869,-6.810869,-6.442714,-6.672811
-13,-8.467567,-8.651644,-8.835722,-7.731257,-8.421547
-14,-10.308342,-10.49242,-10.676497,-10.308342,-10.4464
-15,-12.517273,-12.333195,-12.517273,-12.149118,-12.379215
-16,-13.805815,-13.805815,-14.173971,-13.805815,-13.897854
-17,-15.646591,-16.014746,-16.198823,-15.646591,-15.876688
-18,-17.855521,-17.671444,-18.223676,-17.303289,-17.763483
-19,-19.696297,-19.696297,-20.248529,-19.144064,-19.696297
-20,-21.72115,-21.352995,-22.089305,-21.168917,-21.583091
-21,-23.561925,-23.377847,-23.93008,-23.19377,-23.515906
-22,-25.4027,-25.4027,-26.139011,-25.218623,-25.540759
-23,-27.427553,-27.611631,-28.163863,-27.243476,-27.611631
-24,-29.268329,-29.452406,-29.820561,-29.268329,-29.452406
-25,-31.661337,-31.661337,-32.213569,-31.293182,-31.707356
-26,-33.502112,-33.68619,-33.870267,-33.133957,-33.548131
-27,-35.342887,-35.342887,-36.263275,-34.790655,-35.434926
-28,-37.551818,-37.36774,-38.288128,-36.999585,-37.551818
-29,-39.576671,-39.760748,-40.681136,-38.840361,-39.714729
-30,-41.969679,-41.417446,-42.705989,-41.233369,-41.831621
-31,-43.626377,-43.994532,-44.546764,-42.890067,-43.764435
-32,-46.203462,-45.467152,-46.939772,-44.91492,-45.881327
-33,-48.044238,-47.86016,-48.780548,-47.12385,-47.952199
-34,-50.253168,-49.516858,-50.805401,-48.964625,-49.885013
-35,-52.093944,-51.541711,-53.014331,-51.173556,-51.955885
-36,-54.118796,-54.486952,-55.039184,-53.198409,-54.210835
-37,-56.327727,-55.959572,-57.064037,-55.223262,-56.143649
-38,-58.35258,-58.35258,-59.457045,-57.248115,-58.35258
-39,-60.377433,-60.377433,-61.297821,-59.457045,-60.377433
-40,-62.770441,-62.586363,-63.874906,-61.481898,-62.678402
-41,-64.611216,-64.427139,-65.899759,-63.690829,-64.657236
-42,-67.004224,-66.451992,-67.556457,-65.531604,-66.636069
-43,-68.292767,-67.924612,-69.949465,-67.556457,-68.430825
-44,-70.501697,-69.765387,-71.79024,-69.765387,-70.455678
-45,-72.894705,-71.974318,-73.999171,-71.606163,-72.618589
-46,-74.919558,-74.183248,-75.655869,-73.631016,-74.597423
-47,-76.392179,-76.760334,-78.048877,-75.287713,-76.622276
-48,-78.785187,-77.680721,-80.257807,-77.128489,-78.463051
-49,-80.441885,-80.073729,-81.914505,-79.153342,-80.395865
-50,-82.834893,-81.730427,-84.123435,-81.362272,-82.512757
-51,-84.675668,-84.123435,-85.964211,-83.01897,-84.445571
-52,-86.148288,-85.596056,-87.804986,-85.411978,-86.240327
-53,-88.541296,-87.989064,-89.277606,-86.700521,-88.127122
-54,-89.829839,-89.277606,-91.302459,-88.357219,-89.691781
-55,-91.854692,-91.670614,-92.77508,-90.566149,-91.716634
-56,-94.063622,-93.51139,-94.98401,-92.03877,-93.649448
-57,-95.352165,-94.799933,-96.824786,-94.2477,-95.306146
-58,-97.377018,-96.824786,-99.401871,-95.72032,-97.330999
-59,-99.217794,-99.217794,-100.874491,-98.113328,-99.355852
-60,-100.138181,-100.874491,-102.347112,-99.585949,-100.736433
-61,-102.347112,-102.715267,-104.924197,-100.874491,-102.715267
-62,-104.556042,-104.187887,-106.028662,-103.083422,-104.464003
-63,-106.21274,-106.028662,-108.053515,-105.292352,-106.396818
-64,-108.053515,-107.133128,-109.710213,-106.21274,-107.777399
-65,-109.710213,-109.342058,-111.550989,-108.973903,-109.894291
-66,-111.919144,-110.630601,-113.575842,-110.078368,-111.550989
-67,-113.023609,-113.391764,-115.048462,-111.735066,-113.299725
-68,-114.864384,-114.312152,-117.073315,-113.759919,-115.002443
-69,-116.889237,-115.600695,-118.730013,-115.048462,-116.567102
-70,-118.361858,-117.993703,-120.018555,-116.70516,-118.269819
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.73631,1.288543,1.288543,0.0,0.828349
10,2.945241,2.761163,3.129318,2.577086,2.853202
11,4.601938,4.786016,4.970094,4.601938,4.739997
12,6.810869,6.626791,6.994946,6.442714,6.71883
13,8.467567,8.467567,8.835722,8.283489,8.513586
14,10.49242,10.49242,10.676497,9.940187,10.400381
15,12.333195,12.517273,12.517273,12.333195,12.425234
16,13.805815,13.989893,13.989893,13.805815,13.897854
17,15.830668,15.646591,16.014746,15.830668,15.830668
18,17.487366,17.671444,17.855521,17.671444,17.671444
19,19.696297,19.696297,20.064452,19.328142,19.696297
20,21.72115,21.72115,21.905227,21.537072,21.72115
21,23.561925,23.746003,23.746003,23.377847,23.607944
22,25.586778,25.586778,25.954933,25.218623,25.586778
23,27.427553,27.611631,28.163863,27.243476,27.611631
24,29.820561,29.636484,29.820561,29.084251,29.590464
25,31.477259,31.477259,32.029492,31.109104,31.523279
26,33.502112,33.502112,33.870267,33.133957,33.502112
27,35.711043,35.526965,36.263275,35.15881,35.665023
28,37.919973,37.919973,38.104051,37.36774,37.827934
29,39.944826,39.760748,40.312981,39.208516,39.806768
30,41.969679,41.601524,42.337834,41.601524,41.87764
31,44.362687,44.178609,44.730842,43.442299,44.178609
32,46.203462,45.65123,46.755695,45.65123,46.065404
33,48.59647,48.044238,48.412393,47.307928,48.090257
34,50.069091,50.069091,51.173556,49.516858,50.207149
35,52.462099,51.909866,52.830254,51.541711,52.185982
36,54.302874,54.671029,55.223262,53.750641,54.486952
37,56.695882,56.695882,57.432192,55.959572,56.695882
38,58.904812,57.984425,59.457045,57.800347,58.536657
39,60.56151,60.745588,61.297821,60.193355,60.699569
40,62.954518,62.218208,63.506751,61.850053,62.632383
41,64.979371,64.979371,65.715681,63.874906,64.887333
42,67.188302,66.451992,67.188302,66.451992,66.820147
43,69.397232,68.845,69.397232,67.740534,68.845
44,71.422085,71.05393,71.422085,70.133542,71.007911
45,73.262861,72.342473,73.262861,71.974318,72.710628
46,74.919558,74.551403,75.655869,73.815093,74.735481
47,77.312566,76.576256,78.048877,75.655869,76.898392
48,79.337419,78.417032,79.521497,78.048877,78.831206
49,80.994117,80.257807,81.362272,79.705574,80.579943
50,83.203048,82.098582,83.387125,82.28266,82.742854
51,85.227901,84.675668,85.411978,83.571203,84.721687
52,86.884598,86.332366,87.804986,85.780133,86.700521
53,88.357219,87.804986,89.645762,87.068676,88.219161
54,90.750227,90.197994,90.934304,89.645762,90.382072
55,92.222847,92.222847,93.143235,91.670614,92.314886
56,94.799933,93.51139,94.799933,92.77508,93.971584
57,96.45663,95.352165,97.192941,95.168088,96.042456
58,97.929251,97.192941,98.297406,96.824786,97.561096
59,99.770026,99.033716,99.585949,98.481483,99.217794
60,101.610802,100.690414,101.794879,100.322259,101.104588
61,103.267499,103.451577,103.451577,102.531189,103.175461
62,105.292352,104.556042,105.660507,103.267499,104.6941
63,107.317205,106.028662,107.68536,105.660507,106.672934
64,109.157981,107.869438,109.342058,107.501283,108.46769
65,110.630601,109.710213,110.998756,109.157981,110.124388
66,112.471376,111.735066,112.471376,111.182834,111.965163
67,113.575842,113.207687,114.496229,112.471376,113.437783
68,115.96885,115.416617,116.521082,114.496229,115.600695
69,117.257392,117.44147,117.44147,116.152927,117.073315
70,118.730013,118.91409,118.91409,117.809625,118.591955
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.104465,-0.920388,-0.920388,-0.920388,-0.966407
-10,-2.761163,-2.945241,-3.313396,-2.761163,-2.945241
-11,-4.786016,-4.786016,-4.970094,-4.786016,-4.832035
-12,-6.626791,-6.810869,-6.994946,-6.442714,-6.71883
-13,-8.467567,-8.651644,-8.651644,-8.283489,-8.513586
-14,-10.49242,-10.308342,-10.676497,-10.124265,-10.400381
-15,-12.333195,-12.517273,-12.70135,-11.780962,-12.333195
-16,-13.989893,-13.805815,-14.173971,-13.621738,-13.897854
-17,-16.014746,-16.014746,-16.014746,-15.646591,-15.922707
-18,-17.671444,-17.855521,-18.223676,-17.487366,-17.809502
-19,-19.696297,-19.880374,-20.064452,-18.959987,-19.650277
-20,-21.537072,-21.537072,-22.089305,-21.352995,-21.629111
-21,-23.377847,-23.561925,-24.114158,-23.009692,-23.515906
-22,-25.586778,-25.770855,-25.954933,-25.4027,-25.678817
-23,-27.427553,-27.795708,-27.979786,-27.243476,-27.611631
-24,-29.636484,-29.636484,-30.372794,-28.716096,-29.590464
-25,-31.661337,-31.477259,-32.213569,-30.925027,-31.569298
-26,-33.502112,-33.502112,-34.4225,-32.765802,-33.548131
-27,-35.526965,-35.342887,-36.263275,-34.974732,-35.526965
-28,-37.36774,-37.183663,-38.656283,-37.183663,-37.597837
-29,-39.576671,-39.576671,-40.312981,-38.840361,-39.576671
-30,-41.601524,-41.785601,-42.521912,-41.233369,-41.785601
-31,-43.994532,-43.810454,-44.91492,-43.258222,-43.994532
-32,-45.835307,-45.65123,-46.939772,-45.098997,-45.881327
-33,-48.412393,-48.228315,-48.59647,-47.307928,-48.136276
-34,-50.069091,-49.516858,-51.173556,-49.33278,-50.023071
-35,-51.909866,-51.541711,-52.830254,-51.173556,-51.863847
-36,-54.671029,-54.118796,-55.591417,-53.014331,-54.348893
-37,-56.695882,-56.143649,-57.248115,-55.223262,-56.327727
-38,-58.168502,-57.984425,-59.641123,-57.064037,-58.214522
-39,-60.377433,-60.377433,-61.665976,-59.457045,-60.469472
-40,-62.586363,-62.218208,-63.506751,-61.481898,-62.448305
-41,-64.427139,-64.243061,-65.531604,-63.322673,-64.381119
-42,-66.451992,-66.636069,-68.108689,-65.715681,-66.728108
-43,-68.476845,-67.924612,-70.133542,-67.556457,-68.522864
-44,-70.685775,-69.949465,-72.158395,-69.58131,-70.593736
-45,-72.894705,-72.710628,-74.183248,-71.422085,-72.802667
-46,-75.103636,-74.551403,-75.839946,-73.631016,-74.7815
-47,-77.128489,-76.576256,-77.680721,-75.287713,-76.668295
-48,-79.153342,-78.232954,-80.073729,-77.128489,-78.647129
-49,-80.994117,-79.705574,-82.098582,-79.705574,-80.625962
