pwm,m1,m2,m3,m4,mean
62,107.68536,109.710213,104.924197,107.317205,107.409244
63,110.262446,111.550989,106.396818,109.710213,109.480116
64,112.471376,113.023609,108.605748,111.735066,111.45895
65,113.207687,115.048462,110.446523,113.207687,112.97759
66,116.152927,117.44147,111.735066,114.864384,115.048462
67,115.784772,119.282245,113.759919,117.44147,116.567102
68,118.730013,120.754866,115.232539,118.730013,118.361858
69,117.993703,122.595641,117.257392,120.754866,119.6504
70,121.491176,124.620494,118.730013,121.859331,121.675253
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.47262,-1.656698,-1.104465,-1.288543,-1.380582
-10,-3.129318,-3.681551,-3.129318,-3.313396,-3.313396
-11,-5.154171,-5.522326,-4.970094,-5.154171,-5.20019
-12,-7.363102,-7.547179,-6.994946,-6.994946,-7.225043
-13,-9.019799,-9.387954,-8.835722,-9.019799,-9.065819
-14,-11.22873,-11.412807,-10.676497,-10.860575,-11.044652
-15,-13.253583,-13.621738,-12.70135,-13.069505,-13.161544
-16,-14.726203,-15.094358,-14.358048,-14.542126,-14.680184
-17,-16.751056,-17.119211,-16.198823,-16.566979,-16.659017
-18,-18.407754,-19.328142,-18.039599,-18.775909,-18.637851
-19,-20.800762,-21.168917,-19.880374,-20.432607,-20.570665
-20,-22.825615,-23.19377,-22.089305,-22.825615,-22.733576
-21,-24.850468,-25.586778,-23.93008,-24.482313,-24.71241
-22,-26.691243,-27.611631,-26.139011,-26.691243,-26.783282
-23,-28.900174,-29.636484,-27.979786,-28.716096,-28.808135
-24,-30.925027,-31.845414,-30.004639,-30.556871,-30.832988
-25,-33.133957,-34.054345,-32.213569,-32.581724,-32.995899
-26,-35.15881,-36.079198,-34.054345,-34.974732,-35.066771
-27,-37.551818,-38.288128,-36.263275,-36.999585,-37.275702
-28,-39.392593,-40.128904,-38.104051,-39.024438,-39.162496
-29,-41.601524,-42.153756,-39.760748,-41.233369,-41.187349
-30,-43.626377,-44.91492,-41.969679,-43.258222,-43.442299
-31,-45.835307,-47.307928,-44.362687,-45.283075,-45.697249
-32,-47.86016,-49.33278,-46.019385,-47.307928,-47.630063
-33,-50.253168,-51.357633,-48.412393,-49.516858,-49.885013
-34,-52.462099,-53.566564,-50.437246,-51.541711,-52.001905
-35,-54.486952,-55.591417,-52.462099,-53.566564,-54.026758
-36,-56.87996,-57.984425,-54.302874,-55.775494,-56.235688
-37,-58.904812,-60.009278,-56.327727,-57.984425,-58.30656
-38,-60.929665,-62.034131,-58.720735,-59.8252,-60.377433
-39,-63.138596,-64.243061,-60.929665,-62.586363,-62.724421
-40,-65.347526,-66.451992,-63.138596,-64.058984,-64.749274
-41,-67.556457,-68.660922,-65.163449,-66.267914,-66.912185
-42,-69.58131,-70.685775,-66.636069,-68.292767,-68.79898
-43,-71.606163,-73.262861,-68.845,-70.501697,-71.05393
-44,-73.631016,-75.655869,-71.05393,-72.52655,-73.216841
-45,-75.471791,-77.128489,-72.710628,-74.367326,-74.919558
-46,-77.680721,-79.153342,-74.367326,-76.760334,-76.990431
-47,-79.705574,-81.730427,-77.128489,-78.785187,-79.337419
-48,-81.730427,-83.203048,-78.417032,-80.625962,-80.994117
-49,-83.571203,-85.596056,-80.994117,-82.466737,-83.157028
-50,-85.964211,-87.252754,-82.466737,-84.675668,-85.089842
-51,-87.804986,-89.093529,-84.123435,-86.884598,-86.976637
-52,-89.829839,-91.670614,-86.700521,-88.725374,-89.231587
-53,-91.670614,-93.695467,-88.173141,-90.197994,-90.934304
-54,-93.695467,-94.98401,-90.382072,-92.406925,-92.867118
-55,-95.536243,-97.745173,-91.670614,-94.431778,-94.845952
-56,-97.561096,-98.849638,-93.879545,-95.904398,-96.548669
-57,-99.401871,-101.242646,-95.352165,-97.929251,-98.481483
-58,-101.242646,-103.635654,-97.745173,-99.954104,-100.644394
-59,-102.715267,-104.74012,-98.481483,-101.794879,-101.932937
-60,-104.74012,-106.764973,-101.058569,-103.083422,-103.911771
-61,-105.47643,-108.973903,-103.083422,-105.292352,-105.706527
-62,-108.421671,-110.998756,-104.556042,-106.94905,-107.73138
-63,-109.894291,-112.287299,-106.396818,-108.789826,-109.342058
-64,-112.287299,-114.128074,-107.501283,-110.630601,-111.136814
-65,-113.943997,-115.600695,-109.710213,-112.103221,-112.839531
-66,-115.232539,-117.809625,-111.550989,-114.312152,-114.726326
-67,-116.152927,-119.6504,-113.391764,-115.784772,-116.244966
-68,-117.625547,-121.675253,-114.680307,-117.625547,-117.901664
-69,-119.6504,-122.963796,-116.70516,-119.6504,-119.742439
-70,-120.386711,-125.356804,-118.730013,-120.754866,-121.307098
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.47262,1.656698,1.104465,1.104465,1.334562
10,3.313396,3.497473,3.129318,3.129318,3.267376
11,5.338249,5.706404,4.970094,5.338249,5.338249
12,7.179024,7.731257,6.994946,7.179024,7.271063
13,9.019799,9.387954,8.835722,9.019799,9.065819
14,11.044652,11.412807,10.676497,11.044652,11.044652
15,13.069505,13.621738,12.517273,13.069505,13.069505
16,14.726203,15.094358,14.173971,14.726203,14.680184
17,16.566979,17.119211,16.198823,16.751056,16.659017
18,18.775909,19.144064,18.223676,18.591831,18.68387
19,20.800762,20.984839,20.064452,20.616684,20.616684
20,22.825615,23.19377,22.089305,22.825615,22.733576
21,24.850468,25.218623,23.93008,24.482313,24.620371
22,27.059398,27.059398,25.770855,26.875321,26.691243
23,28.900174,29.452406,27.795708,28.716096,28.716096
24,31.109104,31.293182,30.188716,30.925027,30.879007
25,33.133957,33.502112,32.029492,32.949879,32.90386
26,35.342887,35.89512,34.238422,35.15881,35.15881
27,37.36774,38.288128,36.079198,37.183663,37.229682
28,39.576671,40.128904,38.104051,39.024438,39.208516
29,41.969679,42.153756,40.128904,41.601524,41.463466
30,43.810454,44.730842,42.153756,43.442299,43.534338
31,46.203462,46.755695,43.994532,45.835307,45.697249
32,48.228315,48.780548,46.019385,47.86016,47.722102
33,50.437246,51.173556,48.412393,49.885013,49.977052
34,52.646176,53.014331,50.253168,52.093944,52.001905
35,54.671029,55.591417,52.278021,54.302874,54.210835
36,57.064037,57.432192,54.671029,56.327727,56.373746
37,59.08889,60.193355,56.511804,58.536657,58.582677
38,61.113743,62.402286,58.720735,60.193355,60.60753
39,63.506751,64.243061,60.929665,62.770441,62.86248
40,65.531604,66.267914,63.138596,64.611216,64.887333
41,67.556457,68.108689,65.163449,67.004224,66.958205
42,69.765387,70.501697,67.188302,68.660922,69.029077
43,71.606163,72.894705,69.029077,70.685775,71.05393
44,73.815093,75.103636,71.05393,72.894705,73.216841
45,76.024024,77.128489,72.52655,75.287713,75.241694
46,77.864799,79.337419,74.551403,76.760334,77.128489
47,80.257807,81.362272,76.760334,79.153342,79.383439
48,81.54635,83.387125,78.785187,80.994117,81.178195
49,84.123435,85.227901,80.625962,82.834893,83.203048
50,86.148288,86.884598,82.28266,84.859746,85.043823
51,87.989064,88.909451,84.675668,87.068676,87.160715
52,90.197994,91.118382,86.884598,89.277606,89.369645
53,91.854692,93.327312,88.725374,90.934304,91.210421
54,93.879545,95.168088,90.566149,92.959157,93.143235
55,95.72032,96.824786,92.406925,94.799933,94.937991
56,97.929251,98.297406,93.695467,96.640708,96.640708
57,99.770026,100.690414,95.72032,98.481483,98.665561
58,101.058569,102.899344,97.929251,100.138181,100.506336
59,103.451577,104.187887,99.217794,102.347112,102.301092
60,104.924197,106.580895,101.426724,104.00381,104.233906
61,107.133128,107.68536,103.267499,105.660507,105.936624
62,108.605748,109.342058,104.924197,107.869438,107.68536
63,110.078368,111.182834,106.580895,110.078368,109.480116
64,111.919144,113.207687,108.605748,111.366911,111.274872
65,114.312152,114.864384,110.262446,113.575842,113.253706
66,115.96885,117.073315,111.919144,115.600695,115.140501
67,116.70516,119.282245,113.207687,116.70516,116.475063
68,120.018555,121.123021,114.680307,118.545935,118.591955
69,120.386711,122.963796,117.44147,120.202633,120.248652
70,121.859331,124.068261,119.098168,122.227486,121.813311
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.656698,-1.840775,-1.288543,-1.288543,-1.51864
-10,-3.497473,-3.865628,-3.129318,-3.313396,-3.451454
-11,-5.154171,-5.338249,-4.970094,-5.154171,-5.154171
-12,-7.363102,-7.547179,-6.810869,-6.994946,-7.179024
-13,-9.203877,-9.572032,-8.651644,-8.835722,-9.065819
-14,-10.860575,-11.22873,-10.676497,-10.860575,-10.906594
-15,-13.069505,-13.621738,-12.70135,-12.885428,-13.069505
-16,-14.542126,-14.910281,-14.358048,-14.358048,-14.542126
-17,-16.566979,-17.119211,-16.198823,-16.751056,-16.659017
-18,-18.591831,-18.959987,-18.223676,-18.407754,-18.545812
-19,-20.616684,-21.352995,-20.064452,-20.616684,-20.662704
-20,-22.825615,-23.377847,-22.089305,-22.641537,-22.733576
-21,-24.66639,-25.4027,-23.93008,-24.482313,-24.620371
-22,-26.875321,-27.611631,-25.954933,-26.875321,-26.829301
-23,-28.900174,-29.452406,-27.795708,-28.716096,-28.716096
-24,-30.925027,-31.845414,-30.004639,-30.740949,-30.879007
-25,-32.949879,-33.870267,-31.845414,-32.765802,-32.857841
-26,-35.15881,-36.263275,-34.054345,-34.790655,-35.066771
-27,-37.36774,-38.288128,-35.89512,-36.815508,-37.091624
-28,-39.576671,-40.128904,-37.919973,-38.840361,-39.116477
-29,-41.601524,-42.337834,-40.128904,-41.233369,-41.325408
-30,-43.810454,-44.91492,-42.153756,-43.258222,-43.534338
-31,-45.835307,-47.12385,-44.178609,-45.283075,-45.60521
-32,-47.86016,-49.148703,-46.019385,-47.307928,-47.584044
-33,-50.069091,-51.357633,-48.412393,-49.33278,-49.792974
-34,-52.462099,-53.198409,-50.069091,-51.357633,-51.771808
-35,-54.486952,-55.591417,-52.278021,-53.382486,-53.934719
-36,-56.695882,-57.800347,-54.486952,-55.591417,-56.143649
-37,-58.904812,-60.193355,-56.695882,-57.800347,-58.398599
-38,-61.113743,-62.034131,-58.536657,-59.641123,-60.331413
-39,-63.322673,-64.243061,-60.929665,-62.218208,-62.678402
-40,-65.531604,-66.451992,-63.138596,-64.058984,-64.795294
-41,-67.372379,-68.845,-64.979371,-65.899759,-66.774127
-42,-69.58131,-70.501697,-66.636069,-68.292767,-68.752961
-43,-71.422085,-73.078783,-68.845,-70.501697,-70.961891
-44,-73.815093,-75.471791,-71.05393,-72.342473,-73.170822
-45,-75.839946,-77.312566,-72.710628,-74.367326,-75.057617
-46,-78.048877,-79.521497,-74.551403,-76.392179,-77.128489
-47,-80.073729,-81.178195,-76.944411,-78.232954,-79.107322
-48,-81.914505,-83.387125,-78.417032,-79.889652,-80.902078
-49,-83.939358,-85.227901,-80.81004,-82.28266,-83.06499
-50,-85.780133,-87.068676,-82.466737,-83.939358,-84.813726
-51,-87.989064,-89.277606,-83.939358,-86.516443,-86.930618
-52,-90.197994,-91.670614,-86.700521,-88.541296,-89.277606
-53,-91.854692,-93.51139,-88.173141,-90.013917,-90.888285
-54,-93.695467,-95.352165,-90.382072,-92.222847,-92.913138
-55,-95.352165,-97.377018,-91.854692,-94.063622,-94.661874
-56,-97.745173,-99.401871,-94.063622,-95.536243,-96.686727
-57,-99.401871,-101.610802,-95.536243,-97.745173,-98.573522
-58,-101.242646,-103.267499,-97.929251,-99.585949,-100.506336
-59,-103.635654,-104.556042,-99.217794,-101.426724,-102.209054
-60,-104.556042,-107.133128,-101.242646,-103.451577,-104.095848
-61,-106.396818,-108.421671,-103.083422,-104.924197,-105.706527
-62,-108.789826,-109.894291,-104.74012,-106.580895,-107.501283
-63,-110.078368,-112.471376,-106.580895,-108.973903,-109.526136
-64,-111.366911,-114.312152,-108.053515,-110.814679,-111.136814
-65,-113.207687,-115.96885,-110.262446,-113.023609,-113.115648
-66,-115.416617,-117.44147,-111.735066,-114.128074,-114.680307
-67,-116.70516,-119.098168,-113.391764,-116.152927,-116.337005
-68,-116.889237,-121.307098,-115.232539,-118.17778,-117.901664
-69,-120.570788,-123.516029,-116.70516,-119.834478,-120.156614
-70,-122.043408,-124.804571,-117.809625,-121.307098,-121.491176
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.104465,1.47262,1.288543,1.47262,1.334562
10,3.129318,3.497473,3.129318,3.497473,3.313396
11,5.338249,5.522326,4.970094,5.338249,5.292229
12,7.179024,7.363102,6.810869,7.179024,7.133005
13,9.019799,9.203877,8.835722,9.203877,9.065819
14,11.044652,11.412807,10.676497,10.860575,10.998633
15,13.069505,13.253583,12.70135,12.885428,12.977467
16,14.542126,15.094358,14.173971,14.542126,14.588145
17,16.935134,16.935134,16.198823,16.935134,16.751056
18,18.775909,18.775909,18.039599,18.591831,18.545812
19,20.800762,21.352995,20.064452,20.616684,20.708723
20,23.009692,23.377847,22.089305,22.641537,22.779595
21,24.850468,25.218623,23.746003,24.66639,24.620371
22,26.875321,27.427553,26.323088,26.875321,26.875321
23,28.900174,29.268329,27.979786,28.900174,28.762115
24,31.109104,31.845414,30.004639,30.740949,30.925027
25,33.133957,33.68619,32.213569,32.765802,32.949879
26,35.342887,35.711043,33.870267,35.15881,35.020752
27,37.551818,38.104051,36.079198,37.183663,37.229682
28,39.576671,39.944826,38.288128,39.208516,39.254535
29,41.969679,42.153756,40.128904,41.417446,41.417446
30,43.810454,44.546764,42.153756,43.626377,43.534338
31,46.203462,46.38754,44.546764,45.65123,45.697249
32,48.228315,49.148703,46.571617,48.044238,47.998218
33,50.621323,50.805401,48.59647,49.700936,49.931032
34,52.646176,53.382486,50.805401,52.093944,52.232002
35,55.039184,55.591417,52.646176,54.118796,54.348893
36,57.248115,57.800347,54.671029,56.695882,56.603843
37,59.08889,59.8252,56.87996,58.35258,58.536657
38,61.113743,61.850053,58.904812,60.56151,60.60753
39,63.506751,63.874906,61.113743,62.954518,62.86248
40,65.715681,66.083837,62.770441,64.611216,64.795294
41,67.556457,68.845,64.795294,67.004224,67.050244
42,69.58131,70.501697,67.188302,68.660922,68.983058
43,71.79024,72.158395,69.029077,70.685775,70.915872
44,73.815093,74.367326,70.685775,72.894705,72.940725
45,75.839946,76.576256,73.078783,75.287713,75.195675
46,78.048877,78.601109,75.103636,76.944411,77.174508
47,80.257807,80.625962,77.128489,79.153342,79.2914
48,82.466737,82.466737,78.969264,81.178195,81.270233
49,84.49159,85.043823,80.625962,83.203048,83.341106
50,86.148288,87.252754,83.01897,84.859746,85.319939
51,88.173141,89.093529,84.49159,87.068676,87.206734
52,90.382072,90.750227,86.332366,89.277606,89.185568
53,92.222847,92.591002,88.173141,90.750227,90.934304
54,93.879545,94.615855,90.013917,92.77508,92.821099
55,96.088475,96.824786,91.854692,94.799933,94.891971
56,97.929251,99.217794,94.063622,96.824786,97.008863
57,99.770026,101.058569,96.45663,98.481483,98.941677
58,101.610802,102.163034,97.561096,100.690414,100.506336
59,103.267499,104.74012,99.770026,102.347112,102.531189
60,105.292352,106.028662,101.058569,104.556042,104.233906
61,107.133128,108.605748,103.267499,105.660507,106.166721
62,108.605748,110.446523,105.47643,107.68536,108.053515
63,110.446523,111.919144,107.133128,109.894291,109.848271
64,112.655454,113.943997,108.237593,110.998756,111.45895
65,114.680307,115.784772,110.262446,112.839531,113.391764
66,115.600695,117.073315,112.471376,114.496229,114.910404
67,115.96885,119.098168,113.943997,117.44147,116.613121
68,116.152927,121.307098,115.784772,119.098168,118.085741
69,118.730013,122.595641,117.44147,120.570788,119.834478
70,120.570788,124.252339,118.730013,122.043408,121.399137
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.47262,-1.47262,-1.104465,-1.47262,-1.380582
-10,-3.313396,-3.681551,-3.129318,-3.313396,-3.359415
-11,-5.338249,-5.522326,-4.970094,-5.154171,-5.24621
-12,-7.179024,-7.731257,-6.994946,-7.179024,-7.271063
-13,-9.203877,-9.387954,-8.651644,-9.019799,-9.065819
-14,-11.044652,-11.596885,-10.676497,-11.044652,-11.090672
-15,-13.069505,-13.621738,-12.517273,-13.069505,-13.069505
-16,-14.542126,-15.094358,-14.173971,-14.542126,-14.588145
-17,-16.566979,-17.303289,-16.014746,-16.382901,-16.566979
-18,-18.591831,-19.144064,-18.223676,-18.407754,-18.591831
-19,-20.616684,-20.984839,-20.064452,-20.432607,-20.524646
-20,-22.825615,-23.19377,-22.089305,-22.45746,-22.641537
-21,-24.482313,-25.4027,-24.114158,-24.66639,-24.66639
-22,-26.691243,-27.611631,-25.770855,-26.507166,-26.645224
-23,-28.900174,-29.820561,-27.611631,-28.347941,-28.670077
-24,-30.925027,-31.845414,-30.188716,-30.740949,-30.925027
-25,-33.133957,-34.054345,-32.029492,-32.765802,-32.995899
-26,-35.15881,-35.89512,-34.054345,-34.606577,-34.928713
-27,-37.551818,-38.104051,-35.89512,-36.815508,-37.091624
-28,-39.392593,-40.497059,-37.919973,-38.840361,-39.162496
-29,-41.601524,-42.337834,-39.944826,-41.049291,-41.233369
-30,-43.994532,-44.730842,-42.337834,-43.074144,-43.534338
-31,-46.019385,-46.755695,-44.178609,-45.283075,-45.559191
-32,-48.228315,-49.33278,-46.203462,-47.492005,-47.814141
-33,-50.437246,-51.725788,-48.228315,-49.33278,-49.931032
-34,-52.646176,-53.382486,-50.069091,-51.357633,-51.863847
-35,-54.671029,-55.959572,-52.278021,-53.750641,-54.164816
-36,-56.695882,-57.61627,-54.486952,-55.775494,-56.143649
-37,-59.08889,-59.8252,-56.327727,-57.984425,-58.30656
-38,-61.113743,-62.034131,-58.720735,-60.193355,-60.515491
-39,-63.138596,-64.427139,-60.745588,-62.218208,-62.632383
-40,-65.531604,-66.636069,-62.954518,-64.243061,-64.841313
-41,-67.372379,-69.213155,-64.979371,-66.636069,-67.050244
-42,-69.58131,-70.869853,-66.820147,-68.292767,-68.891019
-43,-71.606163,-72.894705,-68.845,-70.133542,-70.869853
-44,-73.815093,-75.103636,-71.238008,-72.710628,-73.216841
-45,-76.024024,-76.944411,-72.710628,-74.735481,-75.103636
-46,-77.864799,-79.705574,-74.551403,-76.208101,-77.082469
-47,-79.889652,-80.994117,-77.128489,-78.785187,-79.199361
-48,-81.914505,-83.75528,-78.601109,-80.81004,-81.270233
-49,-83.939358,-85.043823,-80.81004,-82.834893,-83.157028
-50,-85.964211,-87.252754,-82.466737,-84.675668,-85.089842
-51,-87.989064,-89.461684,-84.307513,-86.516443,-87.068676
-52,-89.829839,-91.854692,-86.700521,-88.357219,-89.185568
-53,-92.03877,-93.695467,-88.357219,-90.566149,-91.164401
-54,-94.063622,-95.536243,-90.382072,-92.222847,-93.051196
-55,-95.72032,-97.561096,-92.591002,-94.063622,-94.98401
-56,-97.745173,-99.585949,-94.063622,-95.904398,-96.824786
-57,-99.401871,-101.426724,-95.536243,-97.929251,-98.573522
-58,-101.242646,-102.715267,-97.929251,-100.138181,-100.506336
-59,-102.531189,-104.924197,-99.033716,-101.978957,-102.117015
-60,-105.47643,-106.764973,-100.874491,-103.451577,-104.141868
-61,-106.396818,-108.237593,-103.083422,-105.292352,-105.752546
-62,-108.973903,-110.814679,-105.108275,-106.764973,-107.915457
-63,-110.262446,-112.287299,-106.028662,-109.342058,-109.480116
-64,-111.919144,-113.943997,-108.605748,-110.998756,-111.366911
-65,-113.575842,-115.96885,-110.078368,-112.471376,-113.023609
-66,-115.416617,-117.257392,-111.735066,-114.312152,-114.680307
-67,-116.337005,-119.466323,-113.943997,-115.600695,-116.337005
-68,-119.466323,-121.859331,-115.048462,-117.809625,-118.545935
-69,-119.834478,-123.516029,-116.521082,-118.91409,-119.69642
-70,-122.043408,-125.356804,-118.730013,-121.491176,-121.90535
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.47262,1.288543,1.104465,1.656698,1.380582
10,3.313396,3.681551,3.129318,3.497473,3.405434
11,5.338249,5.522326,5.154171,5.338249,5.338249
12,7.179024,7.547179,6.994946,7.179024,7.225043
13,9.203877,9.572032,8.835722,9.019799,9.157858
14,11.044652,11.412807,10.676497,11.044652,11.044652
15,12.885428,13.43766,12.70135,12.885428,12.977467
16,14.726203,14.910281,14.173971,14.726203,14.634164
17,16.751056,17.303289,16.198823,16.566979,16.705037
18,18.775909,19.144064,18.039599,18.591831,18.637851
19,20.800762,20.984839,20.064452,20.616684,20.616684
20,23.009692,23.19377,21.905227,22.641537,22.687557
21,24.850468,25.218623,23.93008,24.66639,24.66639
22,26.875321,27.243476,26.139011,26.691243,26.737263
23,29.084251,29.452406,27.979786,28.716096,28.808135
24,31.109104,31.477259,29.820561,30.925027,30.832988
25,33.133957,33.68619,32.213569,33.133957,33.041918
26,35.342887,35.526965,33.870267,34.974732,34.928713
27,37.551818,37.735896,36.263275,37.183663,37.183663
28,39.760748,40.312981,38.104051,39.208516,39.346574
29,41.969679,42.521912,39.944826,41.601524,41.509485
30,43.810454,44.362687,42.337834,43.442299,43.488319
31,46.203462,46.571617,44.362687,45.467152,45.65123
32,48.412393,48.59647,46.755695,47.676083,47.86016
33,50.437246,50.805401,48.228315,50.069091,49.885013
34,52.830254,52.830254,50.805401,52.278021,52.185982
35,55.039184,55.039184,52.462099,53.934719,54.118796
36,57.248115,57.248115,54.486952,56.143649,56.281708
37,59.272968,59.641123,57.064037,58.720735,58.674716
38,61.297821,62.034131,58.904812,60.377433,60.745588
39,63.506751,64.427139,60.745588,62.954518,62.908499
40,65.531604,66.267914,63.138596,65.163449,65.025391
41,67.740534,67.924612,64.611216,67.188302,66.866166
42,69.949465,70.501697,67.372379,69.029077,69.213155
43,71.974318,72.894705,69.029077,70.869853,71.191988
44,73.999171,75.103636,70.685775,72.894705,73.170822
45,76.208101,76.576256,72.894705,74.919558,75.149655
46,78.048877,79.153342,75.287713,76.944411,77.358586
47,80.441885,80.625962,76.944411,79.337419,79.337419
48,82.466737,83.203048,78.969264,81.178195,81.454311
49,84.307513,84.859746,80.81004,83.203048,83.295086
50,86.148288,86.700521,83.01897,85.227901,85.27392
51,88.173141,88.909451,84.49159,86.516443,87.022657
52,89.461684,91.118382,86.332366,89.093529,89.00149
53,92.03877,93.143235,88.541296,91.302459,91.25644
54,93.879545,94.98401,90.382072,92.406925,92.913138
55,96.45663,96.824786,92.03877,95.352165,95.168088
56,97.561096,98.297406,93.879545,96.45663,96.548669
57,99.585949,100.690414,95.904398,98.665561,98.71158
58,101.242646,102.347112,98.113328,100.690414,100.598375
59,103.451577,104.00381,99.401871,102.899344,102.43915
60,105.108275,106.396818,101.794879,104.556042,104.464003
61,106.94905,108.237593,103.451577,106.580895,106.304779
62,108.605748,110.262446,105.292352,108.053515,108.053515
63,110.630601,111.366911,106.580895,109.526136,109.526136
64,112.655454,113.943997,108.605748,111.366911,111.643027
65,114.312152,115.048462,110.446523,113.023609,113.207687
